Year,State,Constituency,Name,Party,Votes,State-code,Constituency-code,Rank
2019,ANDHRA PRADESH,ADILABAD,GODAM NAGESH,TRS,430847,S01,1,1
2019,ANDHRA PRADESH,ADILABAD,NARESH,INC,259557,S01,1,2
2019,ANDHRA PRADESH,ADILABAD,RAMESH RATHOD,TDP,184198,S01,1,3
2019,ANDHRA PRADESH,ADILABAD,RATHOD SADASHIV,BSP,94420,S01,1,4
2019,ANDHRA PRADESH,ADILABAD,NETHAWATH RAMDAS,INDEPENDENT,41032,S01,1,5
2019,ANDHRA PRADESH,ADILABAD,MOSALI CHINNAIAH,INDEPENDENT,8859,S01,1,6
2019,ANDHRA PRADESH,ADILABAD,PAWAR KRISHNA,INDEPENDENT,5055,S01,1,7
2019,ANDHRA PRADESH,ADILABAD,BANKA SAHADEV,INDEPENDENT,4787,S01,1,8
2019,ANDHRA PRADESH,ADILABAD,NONE OF THE ABOVE,NOTA,17084,S01,1,-1
2019,ANDHRA PRADESH,PEDDAPALLE,BALKA SUMAN,TRS,565496,S01,2,1
2019,ANDHRA PRADESH,PEDDAPALLE,G. VIVEKANAND,INC,274338,S01,2,2
2019,ANDHRA PRADESH,PEDDAPALLE,DR.JANAPATI SARAT BABU,TDP,63334,S01,2,3
2019,ANDHRA PRADESH,PEDDAPALLE,VELTHURU MALLAIAH,RP(K),45977,S01,2,4
2019,ANDHRA PRADESH,PEDDAPALLE,TAGARAM SHANKAR LAL,BSP,9449,S01,2,5
2019,ANDHRA PRADESH,PEDDAPALLE,KALVALA SHANKAR,PPOI,9290,S01,2,6
2019,ANDHRA PRADESH,PEDDAPALLE,JINNA RAMADEVI,INDEPENDENT,9199,S01,2,7
2019,ANDHRA PRADESH,PEDDAPALLE,KALVALA SANJEEV,RPI,8609,S01,2,8
2019,ANDHRA PRADESH,PEDDAPALLE,BUPELLI NARAYANA,INDEPENDENT,7258,S01,2,9
2019,ANDHRA PRADESH,PEDDAPALLE,VENKATA SWAMY INJAM,MAHAJANA SOCIALIST PARTY,3866,S01,2,10
2019,ANDHRA PRADESH,PEDDAPALLE,THALLAPALLI SRINIVAS,INDEPENDENT,3699,S01,2,11
2019,ANDHRA PRADESH,PEDDAPALLE,GADDALA VINAY KUMAR,INDEPENDENT,3266,S01,2,12
2019,ANDHRA PRADESH,PEDDAPALLE,J.V. RAJU,NIP,3020,S01,2,13
2019,ANDHRA PRADESH,PEDDAPALLE,KAMILLA JAYA RAO,INDEPENDENT,2742,S01,2,14
2019,ANDHRA PRADESH,PEDDAPALLE,MOUTAM RAVINDER,INDEPENDENT,2674,S01,2,15
2019,ANDHRA PRADESH,PEDDAPALLE,GORRE RAMESH,INDEPENDENT,2361,S01,2,16
2019,ANDHRA PRADESH,PEDDAPALLE,BOTHA VENKATA MALLAIAH,B. C. UNITED FRONT,2245,S01,2,17
2019,ANDHRA PRADESH,PEDDAPALLE,NONE OF THE ABOVE,NOTA,5361,S01,2,-1
2019,ANDHRA PRADESH,KARIMNAGAR,VINOD KUMAR BOINAPALLY,TRS,505783,S01,3,1
2019,ANDHRA PRADESH,KARIMNAGAR,PONNAM PRABHAKAR,INC,300706,S01,3,2
2019,ANDHRA PRADESH,KARIMNAGAR,CHENNAMANENI VIDYA SAGAR RAO,BJP,214828,S01,3,3
2019,ANDHRA PRADESH,KARIMNAGAR,SHAIK MAHMOOD,WPOI,39325,S01,3,4
2019,ANDHRA PRADESH,KARIMNAGAR,B. LAXMAN,BSP,11333,S01,3,5
2019,ANDHRA PRADESH,KARIMNAGAR,REDDI MALLA SRINIVAS,RPI(A),8040,S01,3,6
2019,ANDHRA PRADESH,KARIMNAGAR,MOHAMMED AMJAD MOHIUDDIN,INDEPENDENT,6720,S01,3,7
2019,ANDHRA PRADESH,KARIMNAGAR,BURLA. RAVI,NCP,4769,S01,3,8
2019,ANDHRA PRADESH,KARIMNAGAR,KANDEM PRABHAKAR,INDEPENDENT,4731,S01,3,9
2019,ANDHRA PRADESH,KARIMNAGAR,L. PRABHAKAR REDDY,PPOI,3944,S01,3,10
2019,ANDHRA PRADESH,KARIMNAGAR,SRINIVAS REDDY LINGAMPALLY,INDEPENDENT,3865,S01,3,11
2019,ANDHRA PRADESH,KARIMNAGAR,DR.DHARMAIAH VENDAVETLA,BAHUJAN MUKTI PARTY,3773,S01,3,12
2019,ANDHRA PRADESH,KARIMNAGAR,MEESALA RAJI REDDY,YSRCP,3080,S01,3,13
2019,ANDHRA PRADESH,KARIMNAGAR,MALLESH YADAV BARLA,INDEPENDENT,2760,S01,3,14
2019,ANDHRA PRADESH,KARIMNAGAR,UPPULETI.LAXMAN,INDEPENDENT,2448,S01,3,15
2019,ANDHRA PRADESH,KARIMNAGAR,RANAVENI LAKSHMAN,NIP,2062,S01,3,16
2019,ANDHRA PRADESH,KARIMNAGAR,PULIKOTA RAMESH,INDEPENDENT,1777,S01,3,17
2019,ANDHRA PRADESH,KARIMNAGAR,NONE OF THE ABOVE,NOTA,5747,S01,3,-1
2019,ANDHRA PRADESH,NIZAMABAD,KALVAKUNTLA KAVITHA,TRS,439307,S01,4,1
2019,ANDHRA PRADESH,NIZAMABAD,MADHU YASKHI GOUD,INC,272123,S01,4,2
2019,ANDHRA PRADESH,NIZAMABAD,ENDALA LAKSHMINARAYANA,BJP,225333,S01,4,3
2019,ANDHRA PRADESH,NIZAMABAD,MALIK MOHTASIM KHAN,WPOI,43814,S01,4,4
2019,ANDHRA PRADESH,NIZAMABAD,BAGWAN B,INDEPENDENT,8129,S01,4,5
2019,ANDHRA PRADESH,NIZAMABAD,TALARI RAMULU,BSP,7421,S01,4,6
2019,ANDHRA PRADESH,NIZAMABAD,ABDUL GANI,B. C. UNITED FRONT,4791,S01,4,7
2019,ANDHRA PRADESH,NIZAMABAD,KANDEM PRABHAKAR,INDEPENDENT,3990,S01,4,8
2019,ANDHRA PRADESH,NIZAMABAD,BANJA VEERAPPA,PPOI,3651,S01,4,9
2019,ANDHRA PRADESH,NIZAMABAD,SINGAREDDY RAVINDRA REDDY,YSRCP,3529,S01,4,10
2019,ANDHRA PRADESH,NIZAMABAD,CHIRULINGADRULA VENKATESHAM,INDEPENDENT,3091,S01,4,11
2019,ANDHRA PRADESH,NIZAMABAD,S. CHANDRAIAH,INDEPENDENT,2817,S01,4,12
2019,ANDHRA PRADESH,NIZAMABAD,RAPELLY SRINIVAS,AAP,2621,S01,4,13
2019,ANDHRA PRADESH,NIZAMABAD,KOTAPATI NARSIMHAM NAIDU,INDEPENDENT,2462,S01,4,14
2019,ANDHRA PRADESH,NIZAMABAD,SAGAR SUDDALA,BAHUJAN MUKTI PARTY,1978,S01,4,15
2019,ANDHRA PRADESH,NIZAMABAD,ABDUL KAREEM KHAN (BABU),INDEPENDENT,1601,S01,4,16
2019,ANDHRA PRADESH,NIZAMABAD,NONE OF THE ABOVE,NOTA,7266,S01,4,-1
2019,ANDHRA PRADESH,ZAHIRABAD,B.B. PATIL,TRS,508661,S01,5,1
2019,ANDHRA PRADESH,ZAHIRABAD,SURESH KUMAR SHETKAR,INC,364030,S01,5,2
2019,ANDHRA PRADESH,ZAHIRABAD,K.MADAN MOHAN RAO,TDP,157497,S01,5,3
2019,ANDHRA PRADESH,ZAHIRABAD,MARRI DURGESH,RPI(A),18027,S01,5,4
2019,ANDHRA PRADESH,ZAHIRABAD,MAHMOOD MOHIUDDIN,YSRCP,12383,S01,5,5
2019,ANDHRA PRADESH,ZAHIRABAD,SYED FEROZUDDIN,BSP,8180,S01,5,6
2019,ANDHRA PRADESH,ZAHIRABAD,BENJAMIN RAJU,INDEPENDENT,4804,S01,5,7
2019,ANDHRA PRADESH,ZAHIRABAD,RAMA RAO,INDEPENDENT,4426,S01,5,8
2019,ANDHRA PRADESH,ZAHIRABAD,DR. SUNEEL KUMAR CHOWDHARY,AAP,3285,S01,5,9
2019,ANDHRA PRADESH,ZAHIRABAD,TANDALE AMBAJI RAO,INDEPENDENT,2323,S01,5,10
2019,ANDHRA PRADESH,ZAHIRABAD,NONE OF THE ABOVE,NOTA,11190,S01,5,-1
2019,ANDHRA PRADESH,MEDAK,KALVAKUNTLA CHANDRASEKHAR RAO,TRS,657492,S01,6,1
2019,ANDHRA PRADESH,MEDAK,DR.P. SHRAVAN KUMAR REDDY,INC,260463,S01,6,2
2019,ANDHRA PRADESH,MEDAK,CHAGANLA NARENDRA NATH,BJP,181804,S01,6,3
2019,ANDHRA PRADESH,MEDAK,KUNDETI. RAVI.,INDEPENDENT,33507,S01,6,4
2019,ANDHRA PRADESH,MEDAK,"PRABHUGOUD, PULLAIAHGARI",YSRCP,11752,S01,6,5
2019,ANDHRA PRADESH,MEDAK,KOMPELLI PRABHUDAS,RPI(A),7599,S01,6,6
2019,ANDHRA PRADESH,MEDAK,Y. SHANKAR GOUD,BSP,6643,S01,6,7
2019,ANDHRA PRADESH,MEDAK,IQBAL ALI ZAFAR,MBT,5010,S01,6,8
2019,ANDHRA PRADESH,MEDAK,MEKA. SUBBA RAO,INDEPENDENT,4441,S01,6,9
2019,ANDHRA PRADESH,MEDAK,BOMMA BALESHAM,PPOI,3297,S01,6,10
2019,ANDHRA PRADESH,MEDAK,GAJABINKAR BANSILAL,INDEPENDENT,3281,S01,6,11
2019,ANDHRA PRADESH,MEDAK,BALARAJU MITTAPALLY,INDEPENDENT,2973,S01,6,12
2019,ANDHRA PRADESH,MEDAK,GURJADA BHEERAIAH YADAV,INDEPENDENT,2053,S01,6,13
2019,ANDHRA PRADESH,MEDAK,NONE OF THE ABOVE,NOTA,10781,S01,6,-1
2019,ANDHRA PRADESH,MALKAJGIRI,CH.MALLA REDDY,TDP,523336,S01,7,1
2019,ANDHRA PRADESH,MALKAJGIRI,HANUMANTH RAO MYNAMPALLY,TRS,494965,S01,7,2
2019,ANDHRA PRADESH,MALKAJGIRI,SARVEY SATHYANARAYANA,INC,233711,S01,7,3
2019,ANDHRA PRADESH,MALKAJGIRI,DR.JAYAPRAKASH  NARAYAN .N,LOK SATTA PARTY,158243,S01,7,4
2019,ANDHRA PRADESH,MALKAJGIRI,V.DINESH REDDY,YSRCP,115170,S01,7,5
2019,ANDHRA PRADESH,MALKAJGIRI,DIVAKAR DHARANIKOTA SUDHAKAR,AIMIM,18543,S01,7,6
2019,ANDHRA PRADESH,MALKAJGIRI,PROF. K.NAGESHWAR,INDEPENDENT,13236,S01,7,7
2019,ANDHRA PRADESH,MALKAJGIRI,DR.N.V.SUDHA KIRAN,AAP,8291,S01,7,8
2019,ANDHRA PRADESH,MALKAJGIRI,JAJULA BHASKAR,SHRAMAJEEVI PARTY,8003,S01,7,9
2019,ANDHRA PRADESH,MALKAJGIRI,KARUNAKAR.R,BSP,6133,S01,7,10
2019,ANDHRA PRADESH,MALKAJGIRI,D.BIKSHAPATHI,INDEPENDENT,5717,S01,7,11
2019,ANDHRA PRADESH,MALKAJGIRI,BANDI SUDHAKAR,JAI SAMAIKYANDHRA PARTY,4094,S01,7,12
2019,ANDHRA PRADESH,MALKAJGIRI,ANJANEYULU.E,INDEPENDENT,2677,S01,7,13
2019,ANDHRA PRADESH,MALKAJGIRI,KANTE SAYANNA,INDEPENDENT,2262,S01,7,14
2019,ANDHRA PRADESH,MALKAJGIRI,SURAKANTI VENKAT REDDY,PPOI,2049,S01,7,15
2019,ANDHRA PRADESH,MALKAJGIRI,DASARI BHARATH REDDY,INDEPENDENT,1696,S01,7,16
2019,ANDHRA PRADESH,MALKAJGIRI,KOYALKAR BHOJ RAJ,INDEPENDENT,1546,S01,7,17
2019,ANDHRA PRADESH,MALKAJGIRI,GAJABINKAR BANSILAL,INDEPENDENT,1416,S01,7,18
2019,ANDHRA PRADESH,MALKAJGIRI,MURARI.T.N,SHS,1390,S01,7,19
2019,ANDHRA PRADESH,MALKAJGIRI,PEESARI SATISH REDDY,INDEPENDENT,1325,S01,7,20
2019,ANDHRA PRADESH,MALKAJGIRI,M.NAGESWARA RAO,INDEPENDENT,1301,S01,7,21
2019,ANDHRA PRADESH,MALKAJGIRI,VATTIKUTI RAMARAO GOUD,INDEPENDENT,1032,S01,7,22
2019,ANDHRA PRADESH,MALKAJGIRI,M.T.VARUGHESE,INDEPENDENT,1026,S01,7,23
2019,ANDHRA PRADESH,MALKAJGIRI,RAHUL PANDIT,INDEPENDENT,899,S01,7,24
2019,ANDHRA PRADESH,MALKAJGIRI,PADURI SRINIVAS REDDY,TELANGANA LOKSATTA PARTY,803,S01,7,25
2019,ANDHRA PRADESH,MALKAJGIRI,B.VEERA HANUMANTHA REDDY,INDEPENDENT,775,S01,7,26
2019,ANDHRA PRADESH,MALKAJGIRI,SATHYANARAYANA YAADAV PEDDIBOYINA,B.C.BHARATA DESAM PARTY,597,S01,7,27
2019,ANDHRA PRADESH,MALKAJGIRI,SUTHARAPU PADMAIAH,ANDHRA PRADESH RASHTRA SAMAIKYA SAMITHI PARTY,538,S01,7,28
2019,ANDHRA PRADESH,MALKAJGIRI,POLISETTY KRISHNA RAO,INDEPENDENT,496,S01,7,29
2019,ANDHRA PRADESH,MALKAJGIRI,POTTURI TULASI DAS,INDEPENDENT,411,S01,7,30
2019,ANDHRA PRADESH,MALKAJGIRI,NONE OF THE ABOVE,NOTA,8716,S01,7,-1
2019,ANDHRA PRADESH,SECUNDRABAD,BANDARU DATTATREYA,BJP,438271,S01,8,1
2019,ANDHRA PRADESH,SECUNDRABAD,M.ANJAN KUMAR YADAV,INC,183536,S01,8,2
2019,ANDHRA PRADESH,SECUNDRABAD,NARLA MOHAN RAO,AIMIM,145120,S01,8,3
2019,ANDHRA PRADESH,SECUNDRABAD,T.BHEEMSEN,TRS,143847,S01,8,4
2019,ANDHRA PRADESH,SECUNDRABAD,SYED SAJID ALI,YSRCP,45187,S01,8,5
2019,ANDHRA PRADESH,SECUNDRABAD,CHAYA RATAN MUSINIPALLY,AAP,11184,S01,8,6
2019,ANDHRA PRADESH,SECUNDRABAD,K. SRINIVASULU,JAI SAMAIKYANDHRA PARTY,3691,S01,8,7
2019,ANDHRA PRADESH,SECUNDRABAD,KHAJA KHALID ANWAR,BSP,2863,S01,8,8
2019,ANDHRA PRADESH,SECUNDRABAD,K.SAI KRISHNA MOHAN RAO,INDIAN CHRISTIAN SECULAR PARTY,2603,S01,8,9
2019,ANDHRA PRADESH,SECUNDRABAD,B.SUBRAMANYAM,INDEPENDENT,2481,S01,8,10
2019,ANDHRA PRADESH,SECUNDRABAD,SONU SARSAL VALMIKI,TELANGANA COMMUNIST PARTY OF INDIA,2311,S01,8,11
2019,ANDHRA PRADESH,SECUNDRABAD,J.RAMULU,RSP,2058,S01,8,12
2019,ANDHRA PRADESH,SECUNDRABAD,B.DEEPAK KUMAR,RPI(KH),1813,S01,8,13
2019,ANDHRA PRADESH,SECUNDRABAD,RAGHU DESHABOINA,BAHUJAN MUKTI PARTY,1496,S01,8,14
2019,ANDHRA PRADESH,SECUNDRABAD,AVULA RANGANAYAKULU,INDEPENDENT,1144,S01,8,15
2019,ANDHRA PRADESH,SECUNDRABAD,KLHAJA SIRAJUDDIN AZAZ,MAJLIS MARKAZ-E-SIYASEE PARTY,959,S01,8,16
2019,ANDHRA PRADESH,SECUNDRABAD,DR.N.S.UDAY KUMAR,PREM JANATA DAL,928,S01,8,17
2019,ANDHRA PRADESH,SECUNDRABAD,S. LAKSHMAN RAO,INDEPENDENT,886,S01,8,18
2019,ANDHRA PRADESH,SECUNDRABAD,DR.MALATHI LATHA EPPA,JANTANTRA PARTY,873,S01,8,19
2019,ANDHRA PRADESH,SECUNDRABAD,ABDUS SATTAR MUJAHED,AKHIL BHARATIYA MUSLIM LEAGUE (SECULAR),809,S01,8,20
2019,ANDHRA PRADESH,SECUNDRABAD,MOHD IMTIAZ HUSSAIN,IUML,786,S01,8,21
2019,ANDHRA PRADESH,SECUNDRABAD,ANANTH RAO GUNDEPALLY,INDEPENDENT,779,S01,8,22
2019,ANDHRA PRADESH,SECUNDRABAD,SHAKTHI SATYAVATHI,PPOI,638,S01,8,23
2019,ANDHRA PRADESH,SECUNDRABAD,CH. MURAHARI,SUCI(C),554,S01,8,24
2019,ANDHRA PRADESH,SECUNDRABAD,KUMAR CHOWDARY YADAV.G,SAMAIKYANDHRA PARIRAKSHANA SAMITHI,547,S01,8,25
2019,ANDHRA PRADESH,SECUNDRABAD,KARANKOTE NARENDER,AIFB,474,S01,8,26
2019,ANDHRA PRADESH,SECUNDRABAD,SYED MADANI QUADRI,INDEPENDENT,376,S01,8,27
2019,ANDHRA PRADESH,SECUNDRABAD,MOHAMMED RIZWAN HUSSAIN,INDEPENDENT,370,S01,8,28
2019,ANDHRA PRADESH,SECUNDRABAD,MOHD ABUBAKAR PARWAIZ SIDDIQUI,INDEPENDENT,322,S01,8,29
2019,ANDHRA PRADESH,SECUNDRABAD,MICHAEL DANIEL OVELZ,INDEPENDENT,291,S01,8,30
2019,ANDHRA PRADESH,SECUNDRABAD,NONE OF THE ABOVE,NOTA,6572,S01,8,-1
2019,ANDHRA PRADESH,HYDERABAD,ASADUDDIN OWAISI,AIMIM,513868,S01,9,1
2019,ANDHRA PRADESH,HYDERABAD,DR.BHAGAVANTH RAO,BJP,311414,S01,9,2
2019,ANDHRA PRADESH,HYDERABAD,S KRISHNA REDDY,INC,49310,S01,9,3
2019,ANDHRA PRADESH,HYDERABAD,RASHID SHAREEF,TRS,37195,S01,9,4
2019,ANDHRA PRADESH,HYDERABAD,BINGHI RAJASHEKAR,PPOI,21796,S01,9,5
2019,ANDHRA PRADESH,HYDERABAD,BODDU SAINATH REDDY,YSRCP,10743,S01,9,6
2019,ANDHRA PRADESH,HYDERABAD,LUBNA SARWATH,AAP,6118,S01,9,7
2019,ANDHRA PRADESH,HYDERABAD,M A HABEEB,INDEPENDENT,5992,S01,9,8
2019,ANDHRA PRADESH,HYDERABAD,VENU GOPAL.P,BSP,3100,S01,9,9
2019,ANDHRA PRADESH,HYDERABAD,SYED MUSTAFA MAHMOOD,MBT,2102,S01,9,10
2019,ANDHRA PRADESH,HYDERABAD,S.KHAJA MOINUDDIN,ALL INDIA AZAAD CONGRESS PARTY,1593,S01,9,11
2019,ANDHRA PRADESH,HYDERABAD,SYED ABDUL GAFFER,INDEPENDENT,740,S01,9,12
2019,ANDHRA PRADESH,HYDERABAD,MD OSMAN,INDEPENDENT,728,S01,9,13
2019,ANDHRA PRADESH,HYDERABAD,SHAIK MOIN,INDEPENDENT,626,S01,9,14
2019,ANDHRA PRADESH,HYDERABAD,JAYA VINDHYALA,SP(I),598,S01,9,15
2019,ANDHRA PRADESH,HYDERABAD,N.MAHENDER SINGH,NAVA BHARAT NATIONAL PARTY,485,S01,9,16
2019,ANDHRA PRADESH,HYDERABAD,NONE OF THE ABOVE,NOTA,5013,S01,9,-1
2019,ANDHRA PRADESH,CHELVELLA,KONDA VISHWESHWAR REDDY,TRS,435077,S01,10,1
2019,ANDHRA PRADESH,CHELVELLA,PATLOLLA KARTIK REDDY,INC,362054,S01,10,2
2019,ANDHRA PRADESH,CHELVELLA,TULLA VEERENDER,TDP,353203,S01,10,3
2019,ANDHRA PRADESH,CHELVELLA,CHAN PASHA,AKHIL BHARATIYA MUSLIM LEAGUE (SECULAR),56835,S01,10,4
2019,ANDHRA PRADESH,CHELVELLA,KONDA RAGHAVA REDDY,YSRCP,40135,S01,10,5
2019,ANDHRA PRADESH,CHELVELLA,G.MALLESHAM GOUD,INDEPENDENT,24660,S01,10,6
2019,ANDHRA PRADESH,CHELVELLA,SAMALA RAVINDAR,BSP,7732,S01,10,7
2019,ANDHRA PRADESH,CHELVELLA,REGATTE VENKAT REDDY,AAP,7462,S01,10,8
2019,ANDHRA PRADESH,CHELVELLA,KUMMARI GIRI,PPOI,5789,S01,10,9
2019,ANDHRA PRADESH,CHELVELLA,MD YUNUS MIYA,MARXIST COMMUNIST PARTY OF INDIA (UNITED),2904,S01,10,10
2019,ANDHRA PRADESH,CHELVELLA,DR. P. SADHU SATYANADHAN,INDIAN CHRISTIAN SECULAR PARTY,2545,S01,10,11
2019,ANDHRA PRADESH,CHELVELLA,SUTHARAPU PADMAIAH,ANDHRA PRADESH RASHTRA SAMAIKYA SAMITHI PARTY,2214,S01,10,12
2019,ANDHRA PRADESH,CHELVELLA,SANIKE RAM GOPAL YADAV,INDEPENDENT,2058,S01,10,13
2019,ANDHRA PRADESH,CHELVELLA,DR.GOLLA RAMAIAH,TELANGANA LOKSATTA PARTY,1765,S01,10,14
2019,ANDHRA PRADESH,CHELVELLA,SYED HASHMATHULLAH QUADRI,IUML,1411,S01,10,15
2019,ANDHRA PRADESH,CHELVELLA,NONE OF THE ABOVE,NOTA,10018,S01,10,-1
2019,ANDHRA PRADESH,MAHBUBNAGAR,AP JITHENDER REDDY,TRS,334228,S01,11,1
2019,ANDHRA PRADESH,MAHBUBNAGAR,JAIPAL REDDY SUDINI,INC,331638,S01,11,2
2019,ANDHRA PRADESH,MAHBUBNAGAR,DR. JANARDHAN REDDY NAGAM,BJP,272791,S01,11,3
2019,ANDHRA PRADESH,MAHBUBNAGAR,S.R.PREMAIAH,PPOI,30388,S01,11,4
2019,ANDHRA PRADESH,MAHBUBNAGAR,KADIRE KRISHNA,BSP,15779,S01,11,5
2019,ANDHRA PRADESH,MAHBUBNAGAR,H.A. RAHMAN,YSRCP,9105,S01,11,6
2019,ANDHRA PRADESH,MAHBUBNAGAR,IBRAHIM SYED,INDEPENDENT,4549,S01,11,7
2019,ANDHRA PRADESH,MAHBUBNAGAR,DR. CHANDRA SEKHAR. A,INDEPENDENT,4033,S01,11,8
2019,ANDHRA PRADESH,MAHBUBNAGAR,S. SHIVA SHANKAR,INDEPENDENT,3252,S01,11,9
2019,ANDHRA PRADESH,MAHBUBNAGAR,NONE OF THE ABOVE,NOTA,9037,S01,11,-1
2019,ANDHRA PRADESH,NAGARKURNOOL,YELLAIAH NANDI,INC,420075,S01,12,1
2019,ANDHRA PRADESH,NAGARKURNOOL,DR. MANDA JAGANNATH,TRS,403399,S01,12,2
2019,ANDHRA PRADESH,NAGARKURNOOL,BAKKANI NARSIMLU,TDP,183352,S01,12,3
2019,ANDHRA PRADESH,NAGARKURNOOL,BUDDULA SRINIVAS,INDEPENDENT,54680,S01,12,4
2019,ANDHRA PRADESH,NAGARKURNOOL,MAREDU GOPAL,YSRCP,22985,S01,12,5
2019,ANDHRA PRADESH,NAGARKURNOOL,BAHADHUR SRINIVAS,BSP,12089,S01,12,6
2019,ANDHRA PRADESH,NAGARKURNOOL,NONE OF THE ABOVE,NOTA,12388,S01,12,-1
2019,ANDHRA PRADESH,NALGONDA,GUTHA SUKHENDER REDDY,INC,472093,S01,13,1
2019,ANDHRA PRADESH,NALGONDA,TERA CHINNAPA REDDY,TDP,278937,S01,13,2
2019,ANDHRA PRADESH,NALGONDA,DR. PALLA RAJESHWAR REDDY,TRS,260677,S01,13,3
2019,ANDHRA PRADESH,NALGONDA,MARRI NEHEMIAH,INDEPENDENT,56259,S01,13,4
2019,ANDHRA PRADESH,NALGONDA,NANDYALA NARSIMHA REDDY,COMMUNIST PARTY OF INDIA  (MARXIST),54423,S01,13,5
2019,ANDHRA PRADESH,NALGONDA,GUNNAM NAGI REDDY,YSRCP,39385,S01,13,6
2019,ANDHRA PRADESH,NALGONDA,KUNDARAPU RAMESH,BSP,11517,S01,13,7
2019,ANDHRA PRADESH,NALGONDA,MANUPURI DAYA SAGAR,PPOI,4495,S01,13,8
2019,ANDHRA PRADESH,NALGONDA,TEJAVATH BELLAIAH NAIK,AAP,2308,S01,13,9
2019,ANDHRA PRADESH,NALGONDA,NONE OF THE ABOVE,NOTA,9305,S01,13,-1
2019,ANDHRA PRADESH,BHONGIR,DR. BOORA NARSAIAH GOUD,TRS,448245,S01,14,1
2019,ANDHRA PRADESH,BHONGIR,KOMATIREDDY RAJGOPAL REDDY,INC,417751,S01,14,2
2019,ANDHRA PRADESH,BHONGIR,INDRASENA REDDY NALLU,BJP,183217,S01,14,3
2019,ANDHRA PRADESH,BHONGIR,CHERUPALLY SEETHARAMULU,COMMUNIST PARTY OF INDIA  (MARXIST),54040,S01,14,4
2019,ANDHRA PRADESH,BHONGIR,VARIKUPPALA KRISHNA VADDERA,INDEPENDENT,35011,S01,14,5
2019,ANDHRA PRADESH,BHONGIR,NAVULLA MALLA REDDY,INDEPENDENT,26805,S01,14,6
2019,ANDHRA PRADESH,BHONGIR,ARVAPALLY AMBATI,BSP,9029,S01,14,7
2019,ANDHRA PRADESH,BHONGIR,RAVULAPALLY KONDAL RAO,INDEPENDENT,7722,S01,14,8
2019,ANDHRA PRADESH,BHONGIR,BOILLA NARENDER,RPI,6850,S01,14,9
2019,ANDHRA PRADESH,BHONGIR,KAPILAVAI DILEEP KUMAR,RLD,5552,S01,14,10
2019,ANDHRA PRADESH,BHONGIR,GUAHATI MOTHILAL,AIMIM,2600,S01,14,11
2019,ANDHRA PRADESH,BHONGIR,GUDURU JANARDHAN REDDY,JAI SAMAIKYANDHRA PARTY,2341,S01,14,12
2019,ANDHRA PRADESH,BHONGIR,NAGULA SRINIVAS YADAV,MAHAJANA SOCIALIST PARTY,1859,S01,14,13
2019,ANDHRA PRADESH,BHONGIR,NONE OF THE ABOVE,NOTA,10921,S01,14,-1
2019,ANDHRA PRADESH,WARANGAL,KADIYAM SRIHARI,TRS,661639,S01,15,1
2019,ANDHRA PRADESH,WARANGAL,RAJAIAH SIRICILLA,INC,269065,S01,15,2
2019,ANDHRA PRADESH,WARANGAL,PARAMESHWAR RAMAGALLA,BJP,187139,S01,15,3
2019,ANDHRA PRADESH,WARANGAL,GANNARAPU SURENDER,BSP,9536,S01,15,4
2019,ANDHRA PRADESH,WARANGAL,CHILUVERU PRATHAP,INDEPENDENT,9178,S01,15,5
2019,ANDHRA PRADESH,WARANGAL,THUPPARI NARASIMHA SWAMY,PPOI,7350,S01,15,6
2019,ANDHRA PRADESH,WARANGAL,CHINTHA SWAMY,AAP,5569,S01,15,7
2019,ANDHRA PRADESH,WARANGAL,JANNU MAHENDAR,INDEPENDENT,3211,S01,15,8
2019,ANDHRA PRADESH,WARANGAL,VENKANNA KANNAM,MARXIST COMMUNIST PARTY OF INDIA (UNITED),2258,S01,15,9
2019,ANDHRA PRADESH,WARANGAL,VENKANNA NEERUDU,BAHUJAN MUKTI PARTY,2098,S01,15,10
2019,ANDHRA PRADESH,WARANGAL,KANAKAM RAMESH,INDEPENDENT,2013,S01,15,11
2019,ANDHRA PRADESH,WARANGAL,VENU ESAMPELLY,AIFB,1541,S01,15,12
2019,ANDHRA PRADESH,WARANGAL,NONE OF THE ABOVE,NOTA,14034,S01,15,-1
2019,ANDHRA PRADESH,MAHABUBABAD,PROF. AZMEERA SEETARAM NAIK,TRS,320569,S01,16,1
2019,ANDHRA PRADESH,MAHABUBABAD,P. BALRAM,INC,285577,S01,16,2
2019,ANDHRA PRADESH,MAHABUBABAD,BANOTH MOHANLAL,TDP,215904,S01,16,3
2019,ANDHRA PRADESH,MAHABUBABAD,TELLAM VENKATA RAO,YSRCP,128465,S01,16,4
2019,ANDHRA PRADESH,MAHABUBABAD,PAYAM CHANDHAR RAO (CHINNA CHANDHRANNA),INDEPENDENT,94014,S01,16,5
2019,ANDHRA PRADESH,MAHABUBABAD,LAXMAN BUKYA,INDEPENDENT,14026,S01,16,6
2019,ANDHRA PRADESH,MAHABUBABAD,V. GOURI NAGAMANI,INDEPENDENT,13664,S01,16,7
2019,ANDHRA PRADESH,MAHABUBABAD,DATLA NAGESHWAR RAO,INDEPENDENT,6854,S01,16,8
2019,ANDHRA PRADESH,MAHABUBABAD,KAVITHA RANI LUNAVATH,PPOI,6627,S01,16,9
2019,ANDHRA PRADESH,MAHABUBABAD,BODA RAASI,BSP,6224,S01,16,10
