Year,State,Constituency,Name,Party,Votes,State-code,Constituency-code,Rank
2019,HARYANA,HISAR,KAKA SAHIL THAKRAL,SAPAKS PARTY,770,S07,4,20
2019,HARYANA,HISAR,PARDEEP KUMAR,IND,522,S07,4,21
2019,HARYANA,HISAR,SANDEEP,BHARAT PRABHAT PARTY,521,S07,4,22
2019,HARYANA,HISAR,SUMIT KUMAR,IND,493,S07,4,23
2019,HARYANA,HISAR,SHAMSHER SINGH,IND,485,S07,4,24
2019,HARYANA,HISAR,BIJENDER,IND,459,S07,4,25
2019,HARYANA,HISAR,SHASHI BHARAT BHUSHAN,PRAGATISHIL SAMAJWADI PARTY (LOHIA),417,S07,4,26
2019,HARYANA,HISAR,NOTA,NOTA,2957,S07,4,-1
2019,HARYANA,KARNAL,SANJAY BHATIA,BJP,911594,S07,5,1
2019,HARYANA,KARNAL,KULDIP SHARMA,INC,255452,S07,5,2
2019,HARYANA,KARNAL,PANKAJ,BSP,67183,S07,5,3
2019,HARYANA,KARNAL,KRISHAN KUMAR AGGARWAL,AAP,22084,S07,5,4
2019,HARYANA,KARNAL,DHARMVIR PADHA,INLD,15797,S07,5,5
2019,HARYANA,KARNAL,PARMOD SHARMA,IND,6291,S07,5,6
2019,HARYANA,KARNAL,VICKY CHINALYA,SAMAJIK NYAYA PARTY,3318,S07,5,7
2019,HARYANA,KARNAL,ANKUR,AAPKI APNI PARTY (PEOPLES),2789,S07,5,8
2019,HARYANA,KARNAL,NARESH KUMAR,PRAGATISHIL SAMAJWADI PARTY (LOHIA),2340,S07,5,9
2019,HARYANA,KARNAL,KITAB SINGH,PEOPLES PARTY OF INDIA (DEMOCRATIC),2118,S07,5,10
2019,HARYANA,KARNAL,DINESH SHARMA,SHS,1731,S07,5,11
2019,HARYANA,KARNAL,ANIL KUMAR,JAI JAWAN JAI KISAN PARTY,1243,S07,5,12
2019,HARYANA,KARNAL,JAGDISH,IND,1186,S07,5,13
2019,HARYANA,KARNAL,ISHWAR SHARMA,RASHTRIYA LOKSWARAJ PARTY,808,S07,5,14
2019,HARYANA,KARNAL,TILAK RAJ,RASHTRIYA GARIB DAL,774,S07,5,15
2019,HARYANA,KARNAL,ISHWAR CHAND SALWAN,AADARSH JANATA SEWA PARTY,551,S07,5,16
2019,HARYANA,KARNAL,NOTA,NOTA,5463,S07,5,-1
2019,HARYANA,SONIPAT,RAMESH CHANDER KAUSHIK,BJP,587664,S07,6,1
2019,HARYANA,SONIPAT,BHUPINDER SINGH HOODA,INC,422800,S07,6,2
2019,HARYANA,SONIPAT,DIGVIJAY SINGH CHAUTALA,JANNAYAK JANTA PARTY,51162,S07,6,3
2019,HARYANA,SONIPAT,RAJ BALA SAINI,LOKTANTER SURAKSHA PARTY,35046,S07,6,4
2019,HARYANA,SONIPAT,SURENDER KUMAR CHHIKARA,INLD,9149,S07,6,5
2019,HARYANA,SONIPAT,SATISH RAJ DESWAL,IND,4926,S07,6,6
2019,HARYANA,SONIPAT,ANIL KUMAR,IND,1975,S07,6,7
2019,HARYANA,SONIPAT,RAMDIYA,SAMAJIK NYAYA PARTY,1709,S07,6,8
2019,HARYANA,SONIPAT,MASTER RAMESH KHATRI LAMBARDAR,IND,1701,S07,6,9
2019,HARYANA,SONIPAT,SUDHIR KUMAR,BHARAT PRABHAT PARTY,1589,S07,6,10
2019,HARYANA,SONIPAT,ASHWANI,IND,1544,S07,6,11
2019,HARYANA,SONIPAT,KARAN SINGH,IND,1162,S07,6,12
2019,HARYANA,SONIPAT,COMRADE BALBEER SINGH,SUCI(C),871,S07,6,13
2019,HARYANA,SONIPAT,KUSUM PARASHAR,MAHILA & YUVA SHAKTI PARTY,605,S07,6,14
2019,HARYANA,SONIPAT,SUKHMANDAR SINGH KHARB,RASHTRIYA JATIGAT AARAKSHAN VIRODHI PARTY,535,S07,6,15
2019,HARYANA,SONIPAT,MAHAVEER,RMEP,509,S07,6,16
2019,HARYANA,SONIPAT,DHARAMBIR,IND,500,S07,6,17
2019,HARYANA,SONIPAT,RAJESH SHARMA,PRAGATISHIL SAMAJWADI PARTY (LOHIA),430,S07,6,18
2019,HARYANA,SONIPAT,MOHAN,AIFB,392,S07,6,19
2019,HARYANA,SONIPAT,SATINDER RATHI,IND,385,S07,6,20
2019,HARYANA,SONIPAT,DR. JAGBIR SINGH,IND,383,S07,6,21
2019,HARYANA,SONIPAT,SANT DHARAMVEER CHOTIWALA,BAHUJAN MAHA PARTY,357,S07,6,22
2019,HARYANA,SONIPAT,MANISH,AAPKI APNI PARTY (PEOPLES),309,S07,6,23
2019,HARYANA,SONIPAT,RAVINDER KUMAR,IND,290,S07,6,24
2019,HARYANA,SONIPAT,SHIYANAND TYAGI,IND,259,S07,6,25
2019,HARYANA,SONIPAT,BIJENDER KUMAR,IND,256,S07,6,26
2019,HARYANA,SONIPAT,BIJENDER,IND,236,S07,6,27
2019,HARYANA,SONIPAT,JAI PRAKASH,IND,196,S07,6,28
2019,HARYANA,SONIPAT,PARDEEP CHAHAL,IND,128,S07,6,29
2019,HARYANA,SONIPAT,NOTA,NOTA,2464,S07,6,-1
2019,HARYANA,ROHTAK,ARVIND KUMAR SHARMA,BJP,573845,S07,7,1
2019,HARYANA,ROHTAK,DEEPENDER SINGH HOODA,INC,566342,S07,7,2
2019,HARYANA,ROHTAK,KISHAN LAL PANCHAL,BSP,38364,S07,7,3
2019,HARYANA,ROHTAK,PRADEEP KUMAR DESWAL,JANNAYAK JANTA PARTY,21211,S07,7,4
2019,HARYANA,ROHTAK,DHARAMVIR,INLD,7158,S07,7,5
2019,HARYANA,ROHTAK,VINAY,IND,2739,S07,7,6
2019,HARYANA,ROHTAK,RAMBIR,IND,2447,S07,7,7
2019,HARYANA,ROHTAK,PARVEEN KUMAR,IND,1101,S07,7,8
2019,HARYANA,ROHTAK,JAIKARAN MANDAUTHI,SUCI(C),1030,S07,7,9
2019,HARYANA,ROHTAK,RAM KISHAN SAIN,IND,767,S07,7,10
2019,HARYANA,ROHTAK,SATYAVIR SINGH,IND,439,S07,7,11
2019,HARYANA,ROHTAK,SUKHBIR,DALIT SOSHIT PICHHARA VARG  ADHIKAR DAL,422,S07,7,12
2019,HARYANA,ROHTAK,IMRAN,BHARAT PRABHAT PARTY,369,S07,7,13
2019,HARYANA,ROHTAK,KRISHAN,IND,338,S07,7,14
2019,HARYANA,ROHTAK,MANJU DEVI,PRAGATISHIL SAMAJWADI PARTY (LOHIA),313,S07,7,15
2019,HARYANA,ROHTAK,INDERJEET,IND,277,S07,7,16
2019,HARYANA,ROHTAK,ASHOK KUMAR,IND,225,S07,7,17
2019,HARYANA,ROHTAK,RAJBIR,AAPKI APNI PARTY (PEOPLES),183,S07,7,18
2019,HARYANA,ROHTAK,NOTA,NOTA,3001,S07,7,-1
2019,HARYANA,BHIWANI-MAHENDRAGARH,DHARAMBIR SINGH S/O BHALE RAM,BJP,736699,S07,8,1
2019,HARYANA,BHIWANI-MAHENDRAGARH,SHRUTI CHOUDHRY,INC,292236,S07,8,2
2019,HARYANA,BHIWANI-MAHENDRAGARH,SWATI YADAV,JANNAYAK JANTA PARTY,84956,S07,8,3
2019,HARYANA,BHIWANI-MAHENDRAGARH,RAMESH RAO PILOT,LOKTANTER SURAKSHA PARTY,20234,S07,8,4
2019,HARYANA,BHIWANI-MAHENDRAGARH,BALWAN SINGH,INLD,8065,S07,8,5
2019,HARYANA,BHIWANI-MAHENDRAGARH,LALIT,IND,2938,S07,8,6
2019,HARYANA,BHIWANI-MAHENDRAGARH,VINOD KUMAR,IND,2653,S07,8,7
2019,HARYANA,BHIWANI-MAHENDRAGARH,MOHD IRFAN,BHARAT PRABHAT PARTY,1601,S07,8,8
2019,HARYANA,BHIWANI-MAHENDRAGARH,RAJNISH KUMAR,IND,1397,S07,8,9
2019,HARYANA,BHIWANI-MAHENDRAGARH,DHARAMBIR SINGH S/0 FATEH SINGH,IND,1260,S07,8,10
2019,HARYANA,BHIWANI-MAHENDRAGARH,COMRADE OM PARKASH,SUCI(C),1093,S07,8,11
2019,HARYANA,BHIWANI-MAHENDRAGARH,BHAI SURENDER DHANAK,BHARTIYA JANRAJ PARTY,940,S07,8,12
2019,HARYANA,BHIWANI-MAHENDRAGARH,SUDHIR KUMAR,IND,883,S07,8,13
2019,HARYANA,BHIWANI-MAHENDRAGARH,JAGAT SINGH,IND,732,S07,8,14
2019,HARYANA,BHIWANI-MAHENDRAGARH,RAM KISHAN,IND,625,S07,8,15
2019,HARYANA,BHIWANI-MAHENDRAGARH,SURESH CHAND,IND,587,S07,8,16
2019,HARYANA,BHIWANI-MAHENDRAGARH,SATYA PAL,IND,505,S07,8,17
2019,HARYANA,BHIWANI-MAHENDRAGARH,SALESH KUMAR,PRAGATISHIL SAMAJWADI PARTY (LOHIA),480,S07,8,18
2019,HARYANA,BHIWANI-MAHENDRAGARH,KUNDAN KUMAR,RPI,443,S07,8,19
2019,HARYANA,BHIWANI-MAHENDRAGARH,SATBIR,AAPKI APNI PARTY (PEOPLES),433,S07,8,20
2019,HARYANA,BHIWANI-MAHENDRAGARH,HAPPY SINGH,IND,314,S07,8,21
2019,HARYANA,BHIWANI-MAHENDRAGARH,NOTA,NOTA,2041,S07,8,-1
2019,HARYANA,GURGAON,RAO INDERJIT SINGH,BJP,881546,S07,9,1
2019,HARYANA,GURGAON,CAPT. AJAY SINGH,INC,495290,S07,9,2
2019,HARYANA,GURGAON,CHAUDHARY RAIS AHMAD,BSP,26756,S07,9,3
2019,HARYANA,GURGAON,VIRENDAR RANA,INLD,9911,S07,9,4
2019,HARYANA,GURGAON,DR. MEHMOOD KHAN,JANNAYAK JANTA PARTY,8993,S07,9,5
2019,HARYANA,GURGAON,COMRADE SARWAN KUMAR,SUCI(C),2766,S07,9,6
2019,HARYANA,GURGAON,HANS KUMAR,RASHTRIYA RASHTRAWADI PARTY,1868,S07,9,7
2019,HARYANA,GURGAON,CHOWKIDAR ANJAN DEVESHWAR,IND,1783,S07,9,8
2019,HARYANA,GURGAON,SUDESH KUMAR,IND,1645,S07,9,9
2019,HARYANA,GURGAON,RAO INDERJEET,IND,1342,S07,9,10
2019,HARYANA,GURGAON,PAWAN KUMAR,SHS,1281,S07,9,11
2019,HARYANA,GURGAON,VINOD KUMAR,AAPKI APNI PARTY (PEOPLES),1203,S07,9,12
2019,HARYANA,GURGAON,MAHABIR MEHRA CHHILARKI,PEOPLES PARTY OF INDIA (DEMOCRATIC),1061,S07,9,13
2019,HARYANA,GURGAON,ADVOCATE PARVEEN YADAV WAZIRABAD,ABJS,1027,S07,9,14
2019,HARYANA,GURGAON,RAMESH CHAND,BAHUJAN MUKTI PARTY,940,S07,9,15
2019,HARYANA,GURGAON,COLONEL DHARAM PAL SINGH RAGHAVA,RASHTRA NIRMAN PARTY,658,S07,9,16
2019,HARYANA,GURGAON,RAMESH KUMAR,RASAP,527,S07,9,17
2019,HARYANA,GURGAON,DR. ABDUL LATIF (MIYA JI),VOTERS PARTY,454,S07,9,18
2019,HARYANA,GURGAON,KUSHESHWAR BHAGAT,IND,434,S07,9,19
2019,HARYANA,GURGAON,AZAD SINGH NANGALIA,IND,423,S07,9,20
2019,HARYANA,GURGAON,FOJI JAI KAWAR TYAGI (DIKSHIT),DAKSHA PARTY,346,S07,9,21
2019,HARYANA,GURGAON,JAWAHAR SINGH PAHAL,BHARTIYA SHAKTI CHETNA PARTY,309,S07,9,22
2019,HARYANA,GURGAON,PAWAN NEHRA,IND,298,S07,9,23
2019,HARYANA,GURGAON,VIRENDER,IND,259,S07,9,24
2019,HARYANA,GURGAON,NOTA,NOTA,5389,S07,9,-1
2019,HARYANA,FARIDABAD,KRISHAN PAL,BJP,913222,S07,10,1
2019,HARYANA,FARIDABAD,AVTAR SINGH BHADANA,INC,274983,S07,10,2
2019,HARYANA,FARIDABAD,MANDHIR MAAN,BSP,86752,S07,10,3
2019,HARYANA,FARIDABAD,MAHENDER SINGH CHAUHAN,INLD,12070,S07,10,4
2019,HARYANA,FARIDABAD,PANDIT NAVEEN JAIHIND,AAP,11112,S07,10,5
2019,HARYANA,FARIDABAD,LEKHRAM DABANG,BAHUJAN MUKTI PARTY,4773,S07,10,6
2019,HARYANA,FARIDABAD,SHYAMVIR,RASHTRIYA LOKSWARAJ PARTY,3961,S07,10,7
2019,HARYANA,FARIDABAD,VIJENDERA KASANA,BHARTIYA KISAN PARTY,2688,S07,10,8
2019,HARYANA,FARIDABAD,SAHIRAM RAWAT,VOTERS PARTY,2024,S07,10,9
2019,HARYANA,FARIDABAD,HARI CHAND,PEOPLES PARTY OF INDIA (DEMOCRATIC),1370,S07,10,10
2019,HARYANA,FARIDABAD,RUBY,HIND CONGRESS PARTY,1192,S07,10,11
2019,HARYANA,FARIDABAD,RAMKISHAN GOLA,AIFB,1131,S07,10,12
2019,HARYANA,FARIDABAD,SANJAY MAURYA,IND,802,S07,10,13
2019,HARYANA,FARIDABAD,ADV. HARI SHANKAR RAJVANS,ADIM BHARTIYA DAL,716,S07,10,14
2019,HARYANA,FARIDABAD,DR K P SINGH,IND,663,S07,10,15
2019,HARYANA,FARIDABAD,MUKESH KUMAR SINGH,LOKPRIYA SAMAJ PARTY,478,S07,10,16
2019,HARYANA,FARIDABAD,MAHESH PRATAP SHARMA,RVP,477,S07,10,17
2019,HARYANA,FARIDABAD,DEEPAK GAUR,AARAKSHAN VIRODHI PARTY,471,S07,10,18
2019,HARYANA,FARIDABAD,BAUDHACHARYA KHAJAN SINGH GAUTAM,RPI,463,S07,10,19
2019,HARYANA,FARIDABAD,RAKESH KUMAR,AAPKI APNI PARTY (PEOPLES),451,S07,10,20
2019,HARYANA,FARIDABAD,MANOJ CHOUDHARY,IND,439,S07,10,21
2019,HARYANA,FARIDABAD,BOBBY KATARIA,IND,393,S07,10,22
2019,HARYANA,FARIDABAD,C A SHUKLA,IND,389,S07,10,23
2019,HARYANA,FARIDABAD,AMIT SINGH PATEL,IND,371,S07,10,24
2019,HARYANA,FARIDABAD,CHAUDHARY DAYACHAND,BHARTIYA SHAKTI CHETNA PARTY,339,S07,10,25
2019,HARYANA,FARIDABAD,PRADEEP KUMAR,TOLA PARTY,330,S07,10,26
2019,HARYANA,FARIDABAD,TIKARAM HOODA,IND,249,S07,10,27
2019,HARYANA,FARIDABAD,NOTA,NOTA,4986,S07,10,-1
2019,HIMACHAL PRADESH,KANGRA,KISHAN KAPOOR,BJP,725218,S08,1,1
2019,HIMACHAL PRADESH,KANGRA,PAWAN KAJAL,INC,247595,S08,1,2
2019,HIMACHAL PRADESH,KANGRA,DR. KEHAR SINGH,BSP,8866,S08,1,3
2019,HIMACHAL PRADESH,KANGRA,DR. SANJIV GULERIA,IND,4573,S08,1,4
2019,HIMACHAL PRADESH,KANGRA,PREM CHAND VISHVAKARMA,NAVBHARAT EKTA DAL,2371,S08,1,5
2019,HIMACHAL PRADESH,KANGRA,BACHAN SINGH RANA,IND,2240,S08,1,6
2019,HIMACHAL PRADESH,KANGRA,NISHA KATOCH,IND,1398,S08,1,7
2019,HIMACHAL PRADESH,KANGRA,SUBHASH CHAND,HIMACHAL JAN KRANTI PARTY,970,S08,1,8
2019,HIMACHAL PRADESH,KANGRA,DR. SWAROOP SINGH RANA,SWABHIMAN PARTY,959,S08,1,9
2019,HIMACHAL PRADESH,KANGRA,COL. NARINDER PATHANIA,IND,908,S08,1,10
2019,HIMACHAL PRADESH,KANGRA,CHANDER BHAN (BAABLA),IND,564,S08,1,11
2019,HIMACHAL PRADESH,KANGRA,NOTA,NOTA,11327,S08,1,-1
2019,HIMACHAL PRADESH,MANDI,RAM SWAROOP SHARMA,BJP,647189,S08,2,1
2019,HIMACHAL PRADESH,MANDI,AASHRAY SHARMA,INC,241730,S08,2,2
2019,HIMACHAL PRADESH,MANDI,DALEEP SINGH KAITH,COMMUNIST PARTY OF INDIA  (MARXIST),14838,S08,2,3
2019,HIMACHAL PRADESH,MANDI,SES RAM,BSP,9060,S08,2,4
2019,HIMACHAL PRADESH,MANDI,BRIJ GOPAL,IND,4087,S08,2,5
2019,HIMACHAL PRADESH,MANDI,SUBHASH MOHAN SNEHI,IND,3839,S08,2,6
2019,HIMACHAL PRADESH,MANDI,DEV RAJ BHARDWAJ,IND,3653,S08,2,7
2019,HIMACHAL PRADESH,MANDI,GUMAN SINGH,IND,2344,S08,2,8
2019,HIMACHAL PRADESH,MANDI,RAJENDER SURYAVANSHI,AMBEDKARITE PARTY OF INDIA,1873,S08,2,9
2019,HIMACHAL PRADESH,MANDI,DHARMENDER SINGH THAKUR,IND,1860,S08,2,10
2019,HIMACHAL PRADESH,MANDI,COL. THAKUR SINGH,IND,1596,S08,2,11
2019,HIMACHAL PRADESH,MANDI,KARTAR CHAND,SWABHIMAN PARTY,880,S08,2,12
2019,HIMACHAL PRADESH,MANDI,GHANSHYAM CHAND THAKUR,IND,775,S08,2,13
2019,HIMACHAL PRADESH,MANDI,SHIV LAL THAKUR,BHARTIYA SHAKTI CHETNA PARTY,751,S08,2,14
2019,HIMACHAL PRADESH,MANDI,MEHAR SINGH,RASHTRIYA AZAD MANCH,582,S08,2,15
2019,HIMACHAL PRADESH,MANDI,KHEM CHAND,PEOPLES PARTY OF INDIA (DEMOCRATIC),511,S08,2,16
2019,HIMACHAL PRADESH,MANDI,CHANDERMANI,AIFB,505,S08,2,17
2019,HIMACHAL PRADESH,MANDI,NOTA,NOTA,5298,S08,2,-1
2019,HIMACHAL PRADESH,HAMIRPUR,ANURAG SINGH THAKUR,BJP,682692,S08,3,1
2019,HIMACHAL PRADESH,HAMIRPUR,RAM LAL THAKUR,INC,283120,S08,3,2
2019,HIMACHAL PRADESH,HAMIRPUR,DESH RAJ,BSP,7095,S08,3,3
2019,HIMACHAL PRADESH,HAMIRPUR,KRISHAN GOPAL,SATYA BAHUMAT PARTY,2319,S08,3,4
2019,HIMACHAL PRADESH,HAMIRPUR,RADHA KRISHAN NAROTRA,IND,1420,S08,3,5
2019,HIMACHAL PRADESH,HAMIRPUR,VIKASH KUMAR,IND,1404,S08,3,6
2019,HIMACHAL PRADESH,HAMIRPUR,TULSI RAM SHARMA,AIFB,775,S08,3,7
2019,HIMACHAL PRADESH,HAMIRPUR,PARVEEN THAKUR,IND,699,S08,3,8
2019,HIMACHAL PRADESH,HAMIRPUR,RAM SINGH SHUKLA,BAHUJAN MUKTI PARTY,473,S08,3,9
2019,HIMACHAL PRADESH,HAMIRPUR,ASHOK SHARMA,IND,412,S08,3,10
2019,HIMACHAL PRADESH,HAMIRPUR,ASHISH KUMAR,IND,330,S08,3,11
2019,HIMACHAL PRADESH,HAMIRPUR,NOTA,NOTA,8026,S08,3,-1
2019,HIMACHAL PRADESH,SHIMLA,SURESH KUMAR KASHYAP,BJP,606183,S08,4,1
2019,HIMACHAL PRADESH,SHIMLA,DHANI RAM SHANDIL,INC,278668,S08,4,2
2019,HIMACHAL PRADESH,SHIMLA,VIKRAM SINGH,BSP,7759,S08,4,3
2019,HIMACHAL PRADESH,SHIMLA,MANOJ RAGHUVANSHI,AIFB,5817,S08,4,4
2019,HIMACHAL PRADESH,SHIMLA,RAVI KUMAR DALIT,IND,3608,S08,4,5
2019,HIMACHAL PRADESH,SHIMLA,SHAMSHER SINGH,RASHTRIYA AZAD MANCH,3216,S08,4,6
2019,HIMACHAL PRADESH,SHIMLA,NOTA,NOTA,8357,S08,4,-1
2019,JAMMU & KASHMIR,BARAMULLA,MOHAMMAD AKBAR LONE,JKNC,133426,S09,1,1
2019,JAMMU & KASHMIR,BARAMULLA,RAJA AIJAZ ALI,JPC,103193,S09,1,2
2019,JAMMU & KASHMIR,BARAMULLA,ENGINEER RASHID,IND,102168,S09,1,3
2019,JAMMU & KASHMIR,BARAMULLA,ABDUL QAYOOM WANI,JKPDP,53530,S09,1,4
2019,JAMMU & KASHMIR,BARAMULLA,HAJI FAROOQ AHMAD MIR,INC,34532,S09,1,5
2019,JAMMU & KASHMIR,BARAMULLA,MOHD MAQBOOL WAR,BJP,7894,S09,1,6
2019,JAMMU & KASHMIR,BARAMULLA,SYED NAJEEB SHAH NAQVI,IND,4967,S09,1,7
2019,JAMMU & KASHMIR,BARAMULLA,JAHANGIR KHAN,JKNPP,4329,S09,1,8
2019,JAMMU & KASHMIR,BARAMULLA,JAVID AHMAD QURESHI,IND,3383,S09,1,9
2019,JAMMU & KASHMIR,BARAMULLA,NOTA,NOTA,8128,S09,1,-1
2019,JAMMU & KASHMIR,SRINAGAR,FAROOQ ABDULLAH,JKNC,106750,S09,2,1
2019,JAMMU & KASHMIR,SRINAGAR,AGA SYED MOHSIN,PDP,36700,S09,2,2
2019,JAMMU & KASHMIR,SRINAGAR,IRFAN RAZA ANSARI,JPC,28773,S09,2,3
2019,JAMMU & KASHMIR,SRINAGAR,SHEIKH KHALID JEHANGIR,BJP,4631,S09,2,4
2019,JAMMU & KASHMIR,SRINAGAR,BILAL SULTAN,IND,1630,S09,2,5
2019,JAMMU & KASHMIR,SRINAGAR,ABDUL RASHID BANDAY,IND,1537,S09,2,6
2019,JAMMU & KASHMIR,SRINAGAR,NAZIR AHMAD SOFI,MANVADHIKAR NATIONAL PARTY,1507,S09,2,7
2019,JAMMU & KASHMIR,SRINAGAR,SHOWKAT HUSSAIN KHAN,JANATA DAL  (UNITED),1250,S09,2,8
2019,JAMMU & KASHMIR,SRINAGAR,ABDUAL RASHID GANIE,JKNPP,791,S09,2,9
2019,JAMMU & KASHMIR,SRINAGAR,SAJJAD AHMAD DAR,IND,613,S09,2,10
2019,JAMMU & KASHMIR,SRINAGAR,ABDUL KHALIQ BHAT,SHS,578,S09,2,11
2019,JAMMU & KASHMIR,SRINAGAR,NAZIR AHMAD LONE,RASHTRIYA JANKRANTI PARTY,506,S09,2,12
2019,JAMMU & KASHMIR,SRINAGAR,NOTA,NOTA,1566,S09,2,-1
2019,JAMMU & KASHMIR,ANANTNAG,HASNAIN MASOODI,JKNC,40180,S09,3,1
2019,JAMMU & KASHMIR,ANANTNAG,GHULAM AHMAD MIR,INC,33504,S09,3,2
2019,JAMMU & KASHMIR,ANANTNAG,MEHBOOBA MUFTI,JKPDP,30524,S09,3,3
2019,JAMMU & KASHMIR,ANANTNAG,SOFI YOUSUF,BJP,10225,S09,3,4
2019,JAMMU & KASHMIR,ANANTNAG,CH. ZAFFAR ALI,JPC,1646,S09,3,5
2019,JAMMU & KASHMIR,ANANTNAG,GH. MOHD. WANI,IND,1369,S09,3,6
2019,JAMMU & KASHMIR,ANANTNAG,KYASIR AHMAD SHEIKH,IND,847,S09,3,7
2019,JAMMU & KASHMIR,ANANTNAG,ALI MOHAMMAD WANI,IND,814,S09,3,8
2019,JAMMU & KASHMIR,ANANTNAG,SHAMS KHWAJA,IND,760,S09,3,9
2019,JAMMU & KASHMIR,ANANTNAG,SANJAY KUMAR DHAR,MANVADHIKAR NATIONAL PARTY,677,S09,3,10
2019,JAMMU & KASHMIR,ANANTNAG,MANZOOR AHMAD KHAN,IND,604,S09,3,11
2019,JAMMU & KASHMIR,ANANTNAG,NISAR AHMAD WANI,JKNPP,589,S09,3,12
2019,JAMMU & KASHMIR,ANANTNAG,ZUBAIR MASOODI,IND,547,S09,3,13
2019,JAMMU & KASHMIR,ANANTNAG,RIDWANA SANAM,IND,455,S09,3,14
2019,JAMMU & KASHMIR,ANANTNAG,MIRZA SAJAD HUSSAIN BEIGH,IND,425,S09,3,15
2019,JAMMU & KASHMIR,ANANTNAG,IMTIYAZ AHMAD RATHER,IND,382,S09,3,16
2019,JAMMU & KASHMIR,ANANTNAG,SURINDER SINGH,PRAGATISHIL SAMAJWADI PARTY (LOHIA),217,S09,3,17
2019,JAMMU & KASHMIR,ANANTNAG,RIYAZ AHMAD BHAT,IND,194,S09,3,18
2019,JAMMU & KASHMIR,ANANTNAG,NOTA,NOTA,937,S09,3,-1
2019,JAMMU & KASHMIR,LADAKH,JAMYANG TSERING NAMGYAL,BJP,42914,S09,4,1
2019,JAMMU & KASHMIR,LADAKH,SAJJAD HUSSAIN,IND,31984,S09,4,2
2019,JAMMU & KASHMIR,LADAKH,ASGAR ALI KARBALAI,IND,29365,S09,4,3
2019,JAMMU & KASHMIR,LADAKH,RIGZIN SPALBAR,INC,21241,S09,4,4
2019,JAMMU & KASHMIR,LADAKH,NOTA,NOTA,922,S09,4,-1
2019,JAMMU & KASHMIR,UDHAMPUR,DR. JITENDRA SINGH,BJP,724311,S09,5,1
2019,JAMMU & KASHMIR,UDHAMPUR,VIKRAMADITYA SINGH,INC,367059,S09,5,2
2019,JAMMU & KASHMIR,UDHAMPUR,HARSH DEV SINGH,JKNPP,24319,S09,5,3
2019,JAMMU & KASHMIR,UDHAMPUR,LAL SINGH,"DOGRA SWABHIMAN SANGATHAN PARTY,",19049,S09,5,4
2019,JAMMU & KASHMIR,UDHAMPUR,TILAK RAJ BHAGAT,BSP,16601,S09,5,5
2019,JAMMU & KASHMIR,UDHAMPUR,FIRDOUS AHMED BAWANI,IND,5543,S09,5,6
2019,JAMMU & KASHMIR,UDHAMPUR,GARIB SINGH,IND,4984,S09,5,7
2019,JAMMU & KASHMIR,UDHAMPUR,SHABER AHMED,IND,4442,S09,5,8
2019,JAMMU & KASHMIR,UDHAMPUR,MOHD AYUB,NAVARANG CONGRESS PARTY,1673,S09,5,9
2019,JAMMU & KASHMIR,UDHAMPUR,MEENAKSHI,SHS,1660,S09,5,10
2019,JAMMU & KASHMIR,UDHAMPUR,RAKESH MUDGAL,IND,1607,S09,5,11
2019,JAMMU & KASHMIR,UDHAMPUR,BANSI LAL,IND,1307,S09,5,12
2019,JAMMU & KASHMIR,UDHAMPUR,NOTA,NOTA,7568,S09,5,-1
2019,JAMMU & KASHMIR,JAMMU,JUGAL KISHORE,BJP,858066,S09,6,1
2019,JAMMU & KASHMIR,JAMMU,RAMAN BHALLA,INC,555191,S09,6,2
2019,JAMMU & KASHMIR,JAMMU,BADRI NATH,BSP,14276,S09,6,3
2019,JAMMU & KASHMIR,JAMMU,LAL SINGH,"DOGRA SWABHIMAN SANGATHAN PARTY,",7539,S09,6,4
2019,JAMMU & KASHMIR,JAMMU,PROF. BHIM SINGH,JKNPP,4016,S09,6,5
2019,JAMMU & KASHMIR,JAMMU,JAVAID AHMED,AIFB,3866,S09,6,6
2019,JAMMU & KASHMIR,JAMMU,SUBASH CHANDER,IND,3739,S09,6,7
2019,JAMMU & KASHMIR,JAMMU,SATISH POONCHI,IND,3077,S09,6,8
2019,JAMMU & KASHMIR,JAMMU,ER. GHULAM MUSTAFA CHOWDHARY,IND,2745,S09,6,9
2019,JAMMU & KASHMIR,JAMMU,PERSEEN SINGH,IND,2612,S09,6,10
2019,JAMMU & KASHMIR,JAMMU,TARSEEM LAL KHULLAR,IND,2384,S09,6,11
2019,JAMMU & KASHMIR,JAMMU,BALWAN SINGH,IND,2194,S09,6,12
2019,JAMMU & KASHMIR,JAMMU,ANIL SINGH,IND,2131,S09,6,13
2019,JAMMU & KASHMIR,JAMMU,SYED AQIB HUSSAIN,INDEPENDENT PEOPLE’S PARTY,1723,S09,6,14
2019,JAMMU & KASHMIR,JAMMU,MOHD YOUNIS,JAMMU & KASHMIR PIR PANJAL AWAMI PARTY,1612,S09,6,15
2019,JAMMU & KASHMIR,JAMMU,SYED ZESHAN HAIDER,IND,1582,S09,6,16
2019,JAMMU & KASHMIR,JAMMU,SAKANDER AHMAD NOURANI,IND,1428,S09,6,17
2019,JAMMU & KASHMIR,JAMMU,SUSHIL KUMAR,HINDUSTHAN NIRMAN DAL,1281,S09,6,18
2019,JAMMU & KASHMIR,JAMMU,RAJIV CHUNI,IND,1269,S09,6,19
2019,JAMMU & KASHMIR,JAMMU,BAHADUR,IND,1201,S09,6,20
