Year,State,Constituency,Name,Party,Votes,State-code,Constituency-code,Rank
2019,ANDHRA PRADESH,ARUKU,SHRUTI DEVI VYRICHERLA,INC,17730,S01,1,5
2019,ANDHRA PRADESH,ARUKU,KANGALA BALUDORA,IND,13826,S01,1,6
2019,ANDHRA PRADESH,ARUKU,NARAVA SATYAVATHI,IND,11236,S01,1,7
2019,ANDHRA PRADESH,ARUKU,ANUMULA VAMSIKRISHNA,IND,10240,S01,1,8
2019,ANDHRA PRADESH,ARUKU,BIDDIKA RAMAYYA.,IND,7867,S01,1,9
2019,ANDHRA PRADESH,ARUKU,SWAMULA. SUBRAHMANYAM,JANA JAGRUTI PARTY,4710,S01,1,10
2019,ANDHRA PRADESH,ARUKU,NOTA,NOTA,47977,S01,1,-1
2019,ANDHRA PRADESH,SRIKAKULAM,KINJARAPU RAM MOHAN NAIDU,TDP,534544,S01,2,1
2019,ANDHRA PRADESH,SRIKAKULAM,DUVVADA SRINIVAS,YSRCP,527891,S01,2,2
2019,ANDHRA PRADESH,SRIKAKULAM,METTA RAMARAO,JANASENA PARTY,31956,S01,2,3
2019,ANDHRA PRADESH,SRIKAKULAM,DOLA JAGAN,INC,13745,S01,2,4
2019,ANDHRA PRADESH,SRIKAKULAM,PERLA SAMBA MURTHY,BJP,8390,S01,2,5
2019,ANDHRA PRADESH,SRIKAKULAM,NAIDUGARI RAJASEKHAR,IND,5156,S01,2,6
2019,ANDHRA PRADESH,SRIKAKULAM,NAMBALLA KRISHNA MOHAN,IND,4836,S01,2,7
2019,ANDHRA PRADESH,SRIKAKULAM,BETHA VIVEKANANDA MAHARAJ,IND,3818,S01,2,8
2019,ANDHRA PRADESH,SRIKAKULAM,MATTA SATISH CHAKRAVARTHY,PPOI,1448,S01,2,9
2019,ANDHRA PRADESH,SRIKAKULAM,NOTA,NOTA,25545,S01,2,-1
2019,ANDHRA PRADESH,VIZIANAGARAM,BELLANA CHANDRA SEKHAR,YSRCP,578418,S01,3,1
2019,ANDHRA PRADESH,VIZIANAGARAM,ASHOK GAJAPATHI RAJU PUSAPATI,TDP,530382,S01,3,2
2019,ANDHRA PRADESH,VIZIANAGARAM,MUKKA SRINIVAS RAO,JANASENA PARTY,34192,S01,3,3
2019,ANDHRA PRADESH,VIZIANAGARAM,ADIRAJU YEDLA,INC,15725,S01,3,4
2019,ANDHRA PRADESH,VIZIANAGARAM,SANYASI RAJU PAKALAPATI,BJP,7266,S01,3,5
2019,ANDHRA PRADESH,VIZIANAGARAM,VENKATA TRINDHA RAO VELURI,IND,6338,S01,3,6
2019,ANDHRA PRADESH,VIZIANAGARAM,P.V.A. ANANDA SAGAR,SAMAANYA PRAJA PARTY,4983,S01,3,7
2019,ANDHRA PRADESH,VIZIANAGARAM,IJJUROUTHU RAMUNAIDU,IND,4553,S01,3,8
2019,ANDHRA PRADESH,VIZIANAGARAM,PENTAPATI RAJESH,IND,1462,S01,3,9
2019,ANDHRA PRADESH,VIZIANAGARAM,CHIRANJEEVI LINGALA,ANDHRA CHAITANYA PARTY,1263,S01,3,10
2019,ANDHRA PRADESH,VIZIANAGARAM,DHANALAKOTI RAMANA,IND,1176,S01,3,11
2019,ANDHRA PRADESH,VIZIANAGARAM,YELLA RAO SIYYADULA,IND,1010,S01,3,12
2019,ANDHRA PRADESH,VIZIANAGARAM,SURYA BHAVANI. K,PPOI,830,S01,3,13
2019,ANDHRA PRADESH,VIZIANAGARAM,LAGUDU. GOVINDA RAO,JANA JAGRUTI PARTY,791,S01,3,14
2019,ANDHRA PRADESH,VIZIANAGARAM,NOTA,NOTA,29501,S01,3,-1
2019,ANDHRA PRADESH,VISAKHAPATNAM,M V V SATYANARAYANA,YSRCP,436906,S01,4,1
2019,ANDHRA PRADESH,VISAKHAPATNAM,BHARAT MATHUKUMILLI,TDP,432492,S01,4,2
2019,ANDHRA PRADESH,VISAKHAPATNAM,V.V. LAKSHMI NARAYANA,JANASENA PARTY,288874,S01,4,3
2019,ANDHRA PRADESH,VISAKHAPATNAM,DAGGUBATI PURANDESWARI,BJP,33892,S01,4,4
2019,ANDHRA PRADESH,VISAKHAPATNAM,PEDADA. RAMANIKUMARI,INC,14633,S01,4,5
2019,ANDHRA PRADESH,VISAKHAPATNAM,GEORGE BANGARI,VCK,3028,S01,4,6
2019,ANDHRA PRADESH,VISAKHAPATNAM,DURGAPRASAD. GUNTU,IND,2464,S01,4,7
2019,ANDHRA PRADESH,VISAKHAPATNAM,PULAPAKA RAJA SEKHAR,IND,2294,S01,4,8
2019,ANDHRA PRADESH,VISAKHAPATNAM,ANMISH VARMA,IND,1915,S01,4,9
2019,ANDHRA PRADESH,VISAKHAPATNAM,B. JAYA VENU GOPAL,PPOI,1627,S01,4,10
2019,ANDHRA PRADESH,VISAKHAPATNAM,R. UDAYA GOWRI,IND,1384,S01,4,11
