Year,State,Constituency,Name,Party,Votes,State-code,Constituency-code
1999,MAHARASHTRA,AURANGABAD,PANDAGALE RATANKUMAR NARAYANRAO,IND,2420,S13,19
1999,MAHARASHTRA,AURANGABAD,VATSALABAI NAMDEO TAYADE,IND,2123,S13,19
1999,MAHARASHTRA,BARAMATI,PAWAR SHARADCHANDRA GOVINDRAO,NCP,510928,S13,35
1999,MAHARASHTRA,BARAMATI,DR PRATIBHA LOKHANDE,BJP,212025,S13,35
1999,MAHARASHTRA,BARAMATI,PROF RAMKRISHNA MORE,INC,146641,S13,35
1999,MAHARASHTRA,BARAMATI,HIRA MOHAN PALANDE,ABHS,14514,S13,35
1999,MAHARASHTRA,BEED,JAYSINGRAO GAIKWAD PATIL,BJP,332946,S13,39
1999,MAHARASHTRA,BEED,RADHAKRISHNA SAHEBRAO PATIL,NCP,281756,S13,39
1999,MAHARASHTRA,BEED,ASHOK PATIL,INC,162478,S13,39
1999,MAHARASHTRA,BEED,SK JALAL SK KHAIRODIN,IND,19565,S13,39
1999,MAHARASHTRA,BEED,CHAVAN NAMDEO FAKIRA,CPI,10210,S13,39
1999,MAHARASHTRA,BEED,SAVARE PRABHAKAR LAXMAN,IND,1127,S13,39
1999,MAHARASHTRA,BHANDARA,CHUNNILALBHAU THAKUR,BJP,291355,,
1999,MAHARASHTRA,BHANDARA,DR SHRIKANT JICHKAR,INC,287536,,
1999,MAHARASHTRA,BHANDARA,NIMBARATE JAGDISH KANHAJI,NCP,33007,,
1999,MAHARASHTRA,BHANDARA,DR HARISHCHAND BHIORAM SALAM,GGP,11142,,
1999,MAHARASHTRA,BHANDARA,DUDHAKUWAR ZITUJI RAGHUJI,BSP,11051,,
1999,MAHARASHTRA,BHANDARA,CHAVHAN ANIL MAROTI,IND,1863,,
1999,MAHARASHTRA,BULDHANA,ADSUL ANANDRAO VITHOBA,SHS,294922,S13,5
1999,MAHARASHTRA,BULDHANA,WASNIK MUKUL BALKRUSHNA,INC,249915,S13,5
1999,MAHARASHTRA,BULDHANA,SARDAR SAHEBRAO ASHRUJI,NCP,133165,S13,5
1999,MAHARASHTRA,BULDHANA,CHAVAN BALIRAM MOTIRAM,IND,18948,S13,5
1999,MAHARASHTRA,BULDHANA,LAHANE VIJAY BANDU,IND,8187,S13,5
1999,MAHARASHTRA,CHANDRAPUR,PUGLIA NARESHKUMAR CHUNNALAL,INC,328522,S13,13
1999,MAHARASHTRA,CHANDRAPUR,AHIR HANSRAJ GANGARAM,BJP,325685,S13,13
1999,MAHARASHTRA,CHANDRAPUR,POTDUKHE SHOBHA SUDHAKAR,NCP,87304,S13,13
1999,MAHARASHTRA,CHANDRAPUR,GANMUKULWAR VENKATESH RAMAYAJI,GGP,39467,S13,13
1999,MAHARASHTRA,CHANDRAPUR,DUMBERE MAHADEO PUNAJI,IND,7560,S13,13
1999,MAHARASHTRA,CHIMUR,DIWATHE NAMDEO HARBAJI,BJP,300601,,
1999,MAHARASHTRA,CHIMUR,KAWADE JOGENDRA LAXMAN,RPI,230561,,
1999,MAHARASHTRA,CHIMUR,PATEL PRAFULBHAI MANOHARBHAI,NCP,147322,,
1999,MAHARASHTRA,CHIMUR,DR SHIWARKAR ANIL LAXMAN,IND,37113,,
1999,MAHARASHTRA,CHIMUR,GAJABE SUDHAKAR MAROTRAO,IND,15516,,
1999,MAHARASHTRA,CHIMUR,GADMADE SHRIRAM JAIRAM,IND,5874,,
1999,MAHARASHTRA,CHIMUR,MOTGHARE SANJAY GOPAL,BSP,4463,,
1999,MAHARASHTRA,DAHANU,ADV CHINTAMAN WANAGA,BJP,240866,,
1999,MAHARASHTRA,DAHANU,SHINGADA DAMODAR BARKU,INC,178596,,
1999,MAHARASHTRA,DAHANU,NAM SHANKAR SAKHARAM,NCP,144589,,
1999,MAHARASHTRA,DAHANU,OZARE RAJARAM NATHU,CPM,89459,,
1999,MAHARASHTRA,DAHANU,ZOLE DATTATRAYA KALU,BSP,6478,,
1999,MAHARASHTRA,DHULE,RAMDAS RUPLA GAVIT,BJP,211904,S13,2
1999,MAHARASHTRA,DHULE,CHAURE BAPU HARI,INC,198919,S13,2
1999,MAHARASHTRA,DHULE,AHIRE D S AHIRE SAHEB,NCP,167834,S13,2
1999,MAHARASHTRA,DHULE,BHIL GULAB DASHARATH,IND,4437,S13,2
1999,MAHARASHTRA,DHULE,ADV MORE MADHAV BANDU,BSP,3177,S13,2
1999,MAHARASHTRA,ERANDOL,ANNASAHEB M K PATIL,BJP,297867,,
1999,MAHARASHTRA,ERANDOL,MORE VASANTRAO JIVANRAO,NCP,193411,,
1999,MAHARASHTRA,ERANDOL,PROF V G PATIL,INC,132902,,
1999,MAHARASHTRA,ERANDOL,SK A HAKIM SK RAHEMAN,IND,4715,,
1999,MAHARASHTRA,HINGOLI,MANE SHIVAJI GYANBARAO,SHS,297284,S13,15
1999,MAHARASHTRA,HINGOLI,ADV POLE NAIK MADHAVRAO BAHENARAO,BBM,216629,S13,15
1999,MAHARASHTRA,HINGOLI,SURYAKANTA PATIL,NCP,175224,S13,15
1999,MAHARASHTRA,ICHALKARANJI,MANE NIVEDITA SAMBHAJIRAO,NCP,337657,,
1999,MAHARASHTRA,ICHALKARANJI,AWADE KALLAPPA BABURAO,INC,324845,,
1999,MAHARASHTRA,ICHALKARANJI,BHAU ALIAS PUNDLIK KRISHNA JADHAV,SHS,100697,,
1999,MAHARASHTRA,ICHALKARANJI,AITAWADE VIDYASAGAR DEVAPPA,IND,6882,,
1999,MAHARASHTRA,ICHALKARANJI,SUNITA ARVIND MANE,IND,6503,,
1999,MAHARASHTRA,ICHALKARANJI,MALI VASANT APPASO,IND,2029,,
1999,MAHARASHTRA,JALGAON,Y G MAHAJAN SIR,BJP,334020,S13,3
1999,MAHARASHTRA,JALGAON,DR ULHAS VASUDEO PATIL,INC,244225,S13,3
1999,MAHARASHTRA,JALGAON,MAHAJAN JIVRAM TUKARAM,NCP,120951,S13,3
1999,MAHARASHTRA,JALGAON,SK SHAVIR SK MANGU,IND,2289,S13,3
1999,MAHARASHTRA,JALNA,DANVE RAOSAHEB DADARAO PATIL,BJP,332620,S13,18
1999,MAHARASHTRA,JALNA,BANGAR DNYANDEO GANPATRAO,INC,208711,S13,18
1999,MAHARASHTRA,JALNA,BORADE VIJAYANNA SAMPATRAO,NCP,173337,S13,18
1999,MAHARASHTRA,JALNA,GURAV KALYAN BHANUDAS,IND,7504,S13,18
1999,MAHARASHTRA,JALNA,JAIN KAILAS HARIKISAN,IND,4292,S13,18
1999,MAHARASHTRA,KARAD,SHRINIWAS DADASAHEB PATIL (MARULKAR),NCP,350504,,
1999,MAHARASHTRA,KARAD,CHAVAN PRITHVIRAJ DAJISAHEB,INC,227543,,
1999,MAHARASHTRA,KARAD,MANUKUMARE VASANT DNYANDEV,SHS,151178,,
1999,MAHARASHTRA,KARAD,PATIL SHRINIWAS BABURAO,IND,4701,,
1999,MAHARASHTRA,KHED,ASHOK NAMDEORAO MOHOL,NCP,284476,,
1999,MAHARASHTRA,KHED,BANKHELE KISANRAO BABURAO,SHS,227458,,
1999,MAHARASHTRA,KHED,KANDAGE RAM JANARDAN,INC,138151,,
1999,MAHARASHTRA,KHED,GAWALI ARUN GULAB,ABHS,9520,,
1999,MAHARASHTRA,KHED,DONGARE PRAKASH DADABHAU,IND,1748,,
1999,MAHARASHTRA,KOLABA,RAMSHETH THAKUR,PWPI,274361,,
1999,MAHARASHTRA,KOLABA,D B PATIL,SHS,231264,,
1999,MAHARASHTRA,KOLABA,SABLE PUSHPA TUKARAM,INC,148146,,
1999,MAHARASHTRA,KOLABA,PURANIK BALLAL GOVIND,IND,6473,,
1999,MAHARASHTRA,KOLHAPUR,MANDLIK SADASHIVRAO DADOBA,NCP,346459,S13,47
1999,MAHARASHTRA,KOLHAPUR,UDAYSINGRAO GAIKWAD,INC,237549,S13,47
1999,MAHARASHTRA,KOLHAPUR,MAJOR GENERAL SHIVAJIRAO SHRIPATI PATIL,SHS,163866,S13,47
1999,MAHARASHTRA,KOPARGAON,E V ALIAS BALASAHEB VIKHE PATIL,SHS,253498,,
1999,MAHARASHTRA,KOPARGAON,SOLICITOR GULABRAO SAKHARAM SHELKE,NCP,206083,,
1999,MAHARASHTRA,KOPARGAON,ADIK GOVINDRAO WAMANRAO,INC,177643,,
1999,MAHARASHTRA,KOPARGAON,DR GUNJAL RADHESHAM SHIVRAM,CPI,10651,,
1999,MAHARASHTRA,KOPARGAON,PATIL BAHUSAHEB SHANKAR,IND,3895,,
1999,MAHARASHTRA,KOPARGAON,SURESH NANASAHEB SADAPHAL,IND,1168,,
1999,MAHARASHTRA,LATUR,PATIL SHIVRAJ VISHWANATH,INC,314213,S13,41
1999,MAHARASHTRA,LATUR,DR GOPALRAO VITTHLRAO PATIL,BJP,273923,S13,41
1999,MAHARASHTRA,LATUR,PASHA PATEL,NCP,155816,S13,41
1999,MAHARASHTRA,LATUR,KADAM RAJENDRA GANPATI,IND,5103,S13,41
1999,MAHARASHTRA,LATUR,JAGTAP ACHYUT GANPATRAO,IND,3164,S13,41
1999,MAHARASHTRA,LATUR,DNYOSHO ALIAS KONDEKAR VIJAYPRAKASH ANANT,IND,890,S13,41
1999,MAHARASHTRA,MALEGAON,MAHALE HARIBAHU SHANKAR,JD(S),191643,,
1999,MAHARASHTRA,MALEGAON,GANGURDE BABANRAO LAHANU,BJP,187251,,
1999,MAHARASHTRA,MALEGAON,KAHANDOLE ZAMRU MANGLU,INC,179941,,
1999,MAHARASHTRA,MALEGAON,GAVIT CHINTAMAN JANU,CPM,69142,,
1999,MAHARASHTRA,MALEGAON,SONAWANE PANDIT PANDURANG,IND,12890,,
1999,MAHARASHTRA,MALEGAON,GAJI ETEJAD KHAN MUKIM AHMAD KHAN,NMP,12700,,
1999,MAHARASHTRA,MUMBAI NORTH,RAM NAIK,BJP,517941,S13,26
1999,MAHARASHTRA,MUMBAI NORTH,CHANDRAKANT GOSALIA,INC,363805,S13,26
1999,MAHARASHTRA,MUMBAI NORTH,DAMODAR JANARDAN TANDEL,IND,25132,S13,26
1999,MAHARASHTRA,MUMBAI NORTH,DABHADE DIPAK PANDURANG,IND,7459,S13,26
1999,MAHARASHTRA,MUMBAI NORTH,HUMANIST PARIMAL MERCHANT,THPI,4192,S13,26
1999,MAHARASHTRA,MUMBAI NORTH CENTRAL,MANOHAR GAJANAN JOSHI,SHS,294935,S13,29
1999,MAHARASHTRA,MUMBAI NORTH CENTRAL,RAJA DHALE,BBM,125940,S13,29
1999,MAHARASHTRA,MUMBAI NORTH CENTRAL,ADVOCATE B C KAMBLE,IND,56684,S13,29
1999,MAHARASHTRA,MUMBAI NORTH CENTRAL,SHAIKH MOHAMMAD FARUQUE,IUML,17454,S13,29
1999,MAHARASHTRA,MUMBAI NORTH CENTRAL,PANDE SURESHCHANDRA,IND,10549,S13,29
1999,MAHARASHTRA,MUMBAI NORTH CENTRAL,SHARMA JAIKISHAN PANDUMAL,RJD,8290,S13,29
1999,MAHARASHTRA,MUMBAI NORTH CENTRAL,ASHOK JOSHI,IND,8068,S13,29
1999,MAHARASHTRA,MUMBAI NORTH CENTRAL,KESHAV DATTATRAY PENDSE,IND,6371,S13,29
1999,MAHARASHTRA,MUMBAI NORTH EAST,KIRIT SOMAIYA,BJP,400436,S13,28
1999,MAHARASHTRA,MUMBAI NORTH EAST,ADV KAMAT GURUDAS,INC,393160,S13,28
1999,MAHARASHTRA,MUMBAI NORTH EAST,DR RAMMANOHAR TRIPATHI,NCP,102513,S13,28
1999,MAHARASHTRA,MUMBAI NORTH EAST,DATTATRAY BHOJARAJ WAGHMARE,IND,13406,S13,28
1999,MAHARASHTRA,MUMBAI NORTH EAST,SAYYAD SHAMIM JAFFRY,BSP,8501,S13,28
1999,MAHARASHTRA,MUMBAI NORTH EAST,SHALIWAHAN DINANATH GAIKWAD,ABMSD,6761,S13,28
1999,MAHARASHTRA,MUMBAI NORTH EAST,SHAIKH MOHAMAD SHAHABAN ABDUL KARIM,NMP,4640,S13,28
1999,MAHARASHTRA,MUMBAI NORTH WEST,SUNIL DUTT,INC,366669,S13,27
1999,MAHARASHTRA,MUMBAI NORTH WEST,MADHUKAR SIRPOTDAR,SHS,281130,S13,27
1999,MAHARASHTRA,MUMBAI NORTH WEST,RAMESH DUBE,NCP,41947,S13,27
1999,MAHARASHTRA,MUMBAI NORTH WEST,MAQWANA ISMAIL MOHAMMED,IND,4146,S13,27
1999,MAHARASHTRA,MUMBAI NORTH WEST,GAUD RAJARAM MATADIN,BSP,3355,S13,27
1999,MAHARASHTRA,MUMBAI NORTH WEST,QURESHI SHAMIM RASHID,NMP,2004,S13,27
1999,MAHARASHTRA,MUMBAI NORTH WEST,SUSHILA GUNVANTLAL DALAL,GRC,1163,S13,27
1999,MAHARASHTRA,MUMBAI SOUTH,JAYAWANTI MEHTA,BJP,144945,,
1999,MAHARASHTRA,MUMBAI SOUTH,MURLI DEORA,INC,134702,,
