Year,State,Constituency,Name,Party,Votes,State-code,Constituency-code
2004,MAHARASHTRA,KHED,GADAGE GANPATRAO MARUTI,RSPS,3308,,
2004,MAHARASHTRA,KOLABA,A. R. ANTULAY,INC,312225,,
2004,MAHARASHTRA,KOLABA,VIVEK PATIL,PWPI,280355,,
2004,MAHARASHTRA,KOLABA,SHYAM SAWANT,SHS,164242,,
2004,MAHARASHTRA,KOLABA,A. R. ANTULAY,IND,23771,,
2004,MAHARASHTRA,KOLABA,KUNDLIK NAMDEO THORE,BSP,12852,,
2004,MAHARASHTRA,KOLHAPUR,MANDLIK SADASHIVRAO DADOBA,NCP,401922,S13,47
2004,MAHARASHTRA,KOLHAPUR,MAHADIK DHANANJAY BHIMRAO,SHS,387169,S13,47
2004,MAHARASHTRA,KOLHAPUR,PATRAKAR SUNANDA PRAKASH MORE,PWPI,13266,S13,47
2004,MAHARASHTRA,KOLHAPUR,WAGH SHANKARRAO KRISHNAJI,BSP,10987,S13,47
2004,MAHARASHTRA,KOPARGAON,E. V. ALIAS BALASAHEB VIKHE PATIL,INC,356688,,
2004,MAHARASHTRA,KOPARGAON,MURKUTE BHANUDAS KASHINATH,SHS,269357,,
2004,MAHARASHTRA,KOPARGAON,NIKALE VINAYAKRAO MARUTRAO,BSP,10836,,
2004,MAHARASHTRA,KOPARGAON,SHAIKH RIYAJ FAJALODDIN,IND,7897,,
2004,MAHARASHTRA,KOPARGAON,DR. BHISE INDRAKUMAR DEVRAO,RSPS,6000,,
2004,MAHARASHTRA,KOPARGAON,DESHMUKH BHAGWAN RANGANATH,IND,4957,,
2004,MAHARASHTRA,KOPARGAON,VIKHE BALASAHEB JAGGANNATH,IND,4947,,
2004,MAHARASHTRA,KOPARGAON,MUSMADE BHAUSAHEB JAGANNATH,IND,2813,,
2004,MAHARASHTRA,KOPARGAON,WAGHMARE SHANKAR SADASHIV,IND,2591,,
2004,MAHARASHTRA,KOPARGAON,KHULE DATTATRAYA NIVRUTTI,IND,1321,,
2004,MAHARASHTRA,KOPARGAON,KOLSE ASHOK EKNATH,IND,1293,,
2004,MAHARASHTRA,LATUR,PATIL RUPATAI DILIPRAO NILANGEKAR,BJP,404500,S13,41
2004,MAHARASHTRA,LATUR,PATIL SHIVRAJ VISHWANATH,INC,373609,S13,41
2004,MAHARASHTRA,LATUR,ADV. LAXMAN NARHARI SHINDE,BSP,13465,S13,41
2004,MAHARASHTRA,LATUR,DNYOSO KONDEKAR ALIAS VIJAYPRAKASH,IND,12459,S13,41
2004,MAHARASHTRA,LATUR,SHAIKH KALIM ALLAHBAKSHA,IND,4589,S13,41
2004,MAHARASHTRA,LATUR,ADV BABURAO BANDGAR,LRP,3297,S13,41
2004,MAHARASHTRA,LATUR,T M KAMBLE,RPI(D),2370,S13,41
2004,MAHARASHTRA,LATUR,MANOHAR ANANDRAO PATIL,IND,1881,S13,41
2004,MAHARASHTRA,LATUR,MANE GAJANAN PANDURANG,IND,1783,S13,41
2004,MAHARASHTRA,LATUR,DR NITIN SOPANRAO WAGHE,RSPS,1591,S13,41
2004,MAHARASHTRA,LATUR,BAGDURE VINAYAK VISHWANATHRAO,SVRP,1423,S13,41
2004,MAHARASHTRA,LATUR,GODBOLE MANDAKINI GYANU,PRCP,1388,S13,41
2004,MAHARASHTRA,MALEGAON,HARISCHANDRA DEVRAM CHAVAN,BJP,218259,,
2004,MAHARASHTRA,MALEGAON,MAHALE HARIBHAU SHANKAR,JD(S),213731,,
2004,MAHARASHTRA,MALEGAON,GAVIT JIVA PANDU,CPM,113436,,
2004,MAHARASHTRA,MALEGAON,GAZI AMANULLA MUBIN KHAN,BSP,18940,,
2004,MAHARASHTRA,MALEGAON,BHIKA HARISINGH BARDE,IND,14426,,
2004,MAHARASHTRA,MALEGAON,GAZI ATEJAAD AH. KHAN MUBIN AHMED KHAN,NLP,11980,,
2004,MAHARASHTRA,MUMBAI NORTH,GOVINDA,INC,559763,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,RAM NAIK,BJP,511492,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,VIDYA CHAVAN,IND,14183,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,AKHILESHWAR NANDLAL CHOUBEY,BSP,9313,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,SHYAM TIPANNA KURHADE,IND,7216,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,ANITA NAIK,NSTP,4649,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,AGRAWAL B. R. KUMAR,SP,3955,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,SHAIKH FATEH MOHAMMAD,IND,2734,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,RAJESH B. DHARIA,IND,1340,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,RAMASARE (BACHHAN) YADAV,KKJHS,1278,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,MAHANT SHRIRAMSWRUP DAS MAHARAJ AYODHYAWALE,ABHM,1249,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,BABUBHAI GALA,IND,1228,S13,26
2004,MAHARASHTRA,MUMBAI NORTH,MOHAMMED PATEL,IND,942,S13,26
2004,MAHARASHTRA,MUMBAI NORTH CENTRAL,EKNATH M. GAIKWAD,INC,256282,S13,29
2004,MAHARASHTRA,MUMBAI NORTH CENTRAL,MANOHAR GAJANAN JOSHI,SHS,242953,S13,29
2004,MAHARASHTRA,MUMBAI NORTH CENTRAL,JASWAR SATYARAM BALLIKARAN,BSP,7292,S13,29
2004,MAHARASHTRA,MUMBAI NORTH CENTRAL,SHAIKH SAMAD ABDUL SALAM,IND,3475,S13,29
2004,MAHARASHTRA,MUMBAI NORTH CENTRAL,KHAN AKRAM ALI,NLP,2404,S13,29
2004,MAHARASHTRA,MUMBAI NORTH CENTRAL,KHAN MOHAMMAD BASHEER,IND,1117,S13,29
2004,MAHARASHTRA,MUMBAI NORTH CENTRAL,KHAN MOHD. MERAZ,IND,1070,S13,29
2004,MAHARASHTRA,MUMBAI NORTH EAST,KAMAT GURUDAS,INC,493420,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,KIRIT SOMAIYA,BJP,394020,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,DR. SUNIL TUKARAM TORNE,BSP,9422,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,RAJA DHALE,BBM,9159,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,SHAHAJI DHONDIBA THORAT,IND,7208,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,ADVOCATE S. K. DUBEY,SP,2623,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,WARE JYOTI MARUTI,IND,1890,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,VITHALRAO JADHAV,MRRC,1399,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,ABDUL SATTAR MOHAMMEDSAB ATTAR,KKJHS,1353,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,PIUS VARGHESE PULLIKOTTIL,IND,1243,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,MAHESH MADHUKAR SAWANT-PATEL,ABHM,1058,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,KHAN RAIS AHMAD,NLP,1012,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,THAPAR MADAN LAL,IND,1004,S13,28
2004,MAHARASHTRA,MUMBAI NORTH EAST,UMESH SHRIRANG DHENDE,IND,848,S13,28
2004,MAHARASHTRA,MUMBAI NORTH WEST,SUNIL DUTT,INC,385755,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,SANJAY NIRUPAM,SHS,338397,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,ISMAIL MAKWANA,BSP,6867,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,SHEKHAR VAISHNAV,IND,4019,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,KHARE JAYAWANT MAHADEV,LRP,2851,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,PERIMAL JOHN BABURAO,IND,1949,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,RAJ SINGH,IND,1582,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,KRISHNAN K. K.,IND,1194,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,AARTI MEHTA,IND,1113,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,DUBEY SATYADEV,IND,840,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,DILIPRAO D. PATIL,BMSM,829,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,ANAND RAVINDER SINGH,IND,796,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,RAMCHANDRA NARAYAN KACHAVE,KKJHS,762,S13,27
2004,MAHARASHTRA,MUMBAI NORTH WEST,PATEL SAIRABANO MOHAMMED,IND,733,S13,27
2004,MAHARASHTRA,MUMBAI SOUTH,MILIND MURLI DEORA,INC,137956,,
2004,MAHARASHTRA,MUMBAI SOUTH,JAYAWANTIBEN MEHTA,BJP,127710,,
2004,MAHARASHTRA,MUMBAI SOUTH,ADV. AMIN SOLKAR,SP,3957,,
2004,MAHARASHTRA,MUMBAI SOUTH,AZIZ LALANI,BSP,1701,,
2004,MAHARASHTRA,MUMBAI SOUTH,SUHAIL DIL NAWAZ,JP,1693,,
2004,MAHARASHTRA,MUMBAI SOUTH,MAHESH GAJANAN KULKARNI,ABHM,690,,
2004,MAHARASHTRA,MUMBAI SOUTH,RAMNAYAK TIWARI,ABJS,651,,
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,MOHAN RAWALE,SHS,128536,S13,30
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,AHIR SACHIN,NCP,106348,S13,30
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,ARUN GULAB GAWLI ALIES DADY,ABHS,92210,S13,30
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,T. K. CHOUDHARY,SP,10104,S13,30
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,ABDUL MALIK CHOUDHRY,BSP,4690,S13,30
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,PUKHRAJ CHUNNILAL JAIN,IND,2677,S13,30
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,ANSARI HUSAIN AHMED,MUL,1921,S13,30
2004,MAHARASHTRA,MUMBAI SOUTH CENTRAL,YASHWANT ( PRAKASH) SHINDE,ABJS,1486,S13,30
2004,MAHARASHTRA,NAGPUR,VILAS MUTTEMWAR,INC,373769,S13,10
2004,MAHARASHTRA,NAGPUR,ATALBAHADURSINGH,BJP,274286,S13,10
2004,MAHARASHTRA,NAGPUR,JAYANTA ANANT DALVI,BSP,57027,S13,10
2004,MAHARASHTRA,NAGPUR,PRAKASH NIMAJE,IND,37073,S13,10
2004,MAHARASHTRA,NAGPUR,BANWARILAL BHAGWANDAS PUROHIT,VRP,27928,S13,10
2004,MAHARASHTRA,NAGPUR,DR. BANMALA GOLPELWAR,IND,8086,S13,10
2004,MAHARASHTRA,NAGPUR,DIWAKAR DHONDBAJI PATNE,VJC,6117,S13,10
2004,MAHARASHTRA,NAGPUR,DIWARE RAMDAS RAJERAM,IND,2520,S13,10
2004,MAHARASHTRA,NAGPUR,RAMMURTI KESHVRAO CHIMOTE,GGP,1550,S13,10
2004,MAHARASHTRA,NAGPUR,DR. K. H. JAMBHULKAR,IND,1158,S13,10
2004,MAHARASHTRA,NAGPUR,SANJAY SAOJI DESHPANDE,HJP,816,S13,10
2004,MAHARASHTRA,NAGPUR,IQBALSINGH HAJARASINGH SALHOTRA,IND,811,S13,10
2004,MAHARASHTRA,NAGPUR,HAJARE BHAJANDAS DAYARAM,ARP,675,S13,10
2004,MAHARASHTRA,NAGPUR,KURVE SIDDARTHA ASARAM,IND,635,S13,10
2004,MAHARASHTRA,NANDED,D. B. PATIL,BJP,361282,S13,16
2004,MAHARASHTRA,NANDED,KHATGAONKAR BHASKARRAO BAPURAO,INC,336947,S13,16
2004,MAHARASHTRA,NANDED,GAIKWAD SURESH DNYANOBA,BBM,42307,S13,16
2004,MAHARASHTRA,NANDED,SHAIKH (TAMBOLI) WAHIDA MAHEBOOBPASHA,BSP,23832,S13,16
2004,MAHARASHTRA,NANDED,YADAV MANOHAR SAHEBRAO,IND,13009,S13,16
2004,MAHARASHTRA,NANDED,BORGAONKAR NIVRUTI VITHALRAO,IND,4120,S13,16
2004,MAHARASHTRA,NANDED,(NAIK) DEVKATTE VENKATRAO NARSINGRAO,RSPS,3663,S13,16
2004,MAHARASHTRA,NANDED,ALTAF AHMED SAANI SK. AMIR,LRP,3304,S13,16
2004,MAHARASHTRA,NANDED,"""AIDS MAN"" PRAKASH TATERAO LANDGE",IND,2787,S13,16
2004,MAHARASHTRA,NANDED,NARAYAN SATVAJI SURESHI,IND,2434,S13,16
2004,MAHARASHTRA,NANDED,ADV. C. S. BAHETI,JP,2373,S13,16
2004,MAHARASHTRA,NANDED,ADV. DEELIP PRABHAKARRAO KULKARNI (PHULVALKAR),IND,2310,S13,16
2004,MAHARASHTRA,NANDED,JADHAV VISHNU MAROTI,IND,1777,S13,16
2004,MAHARASHTRA,NANDURBAR,GAVIT MANIKRAO HODLYA,INC,351911,S13,1
2004,MAHARASHTRA,NANDURBAR,DR. NATAWADKAR SUHAS JAYANT,BJP,244290,S13,1
2004,MAHARASHTRA,NANDURBAR,THAKRE TUKARAM BHAMATA,BBM,23479,S13,1
2004,MAHARASHTRA,NANDURBAR,NAIK BABULAL RUPSING,BSP,11690,S13,1
2004,MAHARASHTRA,NANDURBAR,GAVIT SOBAJI DEVALYA,LRP,8537,S13,1
2004,MAHARASHTRA,NASHIK,PINGALE DEVIDAS ANANDRAO,NCP,307613,S13,21
2004,MAHARASHTRA,NASHIK,PATIL DASHARATH DHARMAJI,SHS,292555,S13,21
2004,MAHARASHTRA,NASHIK,GUNJAL RADHESHYAM SHIVRAM,CPI,17831,S13,21
2004,MAHARASHTRA,NASHIK,PAWAR GAJIRAM LAHANU,BSP,15457,S13,21
2004,MAHARASHTRA,NASHIK,VIMALTAI NIVUTTIRAO AVHAD,IND,7917,S13,21
2004,MAHARASHTRA,NASHIK,ANSARI MOHAMMED ISMAIL MOHAMMED IBRAHIM,BMSM,5245,S13,21
2004,MAHARASHTRA,NASHIK,LATA BHIKA BARDE,IND,3952,S13,21
2004,MAHARASHTRA,NASHIK,NAVALE SOMNATH NANASAHEB,SVRP,3613,S13,21
2004,MAHARASHTRA,NASHIK,BHASKAR GANPAT SIRSAT,IND,2342,S13,21
2004,MAHARASHTRA,OSMANABAD,NARHIRE KALPANA RAMESH,SHS,294436,S13,40
2004,MAHARASHTRA,OSMANABAD,DHOBALE LAXMAN KONDIBA,NCP,292787,S13,40
2004,MAHARASHTRA,OSMANABAD,TUPSUNDARE BALAJI BAPURAO,LRP,11846,S13,40
2004,MAHARASHTRA,OSMANABAD,DEKULE KANIFNATH DULHA,BSP,10918,S13,40
2004,MAHARASHTRA,OSMANABAD,RAUT VITTHAL KUNDLIK,IND,9827,S13,40
2004,MAHARASHTRA,OSMANABAD,NAVNATH DASHRATH UPLEKAR,IND,7374,S13,40
2004,MAHARASHTRA,OSMANABAD,KADAPPA GADE,IND,5785,S13,40
2004,MAHARASHTRA,OSMANABAD,ZOMBADE SANDIPAN RAMA,IND,4960,S13,40
2004,MAHARASHTRA,PANDHARPUR,ATHAWALE RAMDAS BANDU,RPI(A),347215,,
2004,MAHARASHTRA,PANDHARPUR,KSHIRSAGAR NAGNATH DATTATRAY,BJP,247522,,
2004,MAHARASHTRA,PANDHARPUR,LANKESHWAR KALYAN BHAGWAN,IND,33265,,
2004,MAHARASHTRA,PANDHARPUR,ADV NAIKNAVARE PURUSHOTTAM BHAGVAN,RSPS,20684,,
2004,MAHARASHTRA,PANDHARPUR,DR. SHARDA HARIDAS SONAVANE,IND,12895,,
2004,MAHARASHTRA,PANDHARPUR,RAMESH ROHIDAS NIRMAL,BSP,11059,,
2004,MAHARASHTRA,PANDHARPUR,TEXASDADA GAIKWAD,IND,8135,,
2004,MAHARASHTRA,PANDHARPUR,KALE AVINASH TATYASAHEB,IND,4698,,
2004,MAHARASHTRA,PANDHARPUR,WAGHMARE SUNIL TARACHAND,PRCP,3654,,
2004,MAHARASHTRA,PARBHANI,TUKARAM GANPATRAO RENGE PATIL,SHS,339318,S13,17
2004,MAHARASHTRA,PARBHANI,SURESH AMBADASRAO WARPUDKAR,NCP,283147,S13,17
2004,MAHARASHTRA,PARBHANI,GAFFAR MASTER,SP,17736,S13,17
2004,MAHARASHTRA,PARBHANI,SONWANE RAJESH NAMDEV,IND,17083,S13,17
2004,MAHARASHTRA,PARBHANI,SHAIKH MOIN SHAIKH JAFAR,IND,5692,S13,17
2004,MAHARASHTRA,PARBHANI,CHAUDHARI TUKARAM NAMDEVRAO,IND,5607,S13,17
2004,MAHARASHTRA,PARBHANI,RUMALE TUKARAM DHONDIBA,PRCP,3773,S13,17
2004,MAHARASHTRA,PARBHANI,SHAIKH AKHIL SHAIKH RAHIM,NLP,3629,S13,17
2004,MAHARASHTRA,PUNE,KALMADI SURESH,INC,373774,S13,34
2004,MAHARASHTRA,PUNE,PRADIP TRIMBAK RAWAT,BJP,300598,S13,34
2004,MAHARASHTRA,PUNE,ARUN BHATIA,IND,60237,S13,34
2004,MAHARASHTRA,PUNE,GAIKWAD JAYAWNT DHARMAJI,BSP,9101,S13,34
2004,MAHARASHTRA,PUNE,JADHAV GANESH DEVRAM,BBM,5321,S13,34
2004,MAHARASHTRA,PUNE,JAGDALE SHANKARRAO RAMCHANDRA,IND,4679,S13,34
2004,MAHARASHTRA,PUNE,THYAGARAJAN BENEDIC,IND,3350,S13,34
2004,MAHARASHTRA,PUNE,PROF. ANANDRAO BHANUDAS DADAS,RSPS,2418,S13,34
2004,MAHARASHTRA,PUNE,RAWAT PRAMILA,IND,1616,S13,34
2004,MAHARASHTRA,PUNE,SARODE ARUN KONDIBA,IND,967,S13,34
2004,MAHARASHTRA,PUNE,ANWAR ISMAIL BAGWAN,IND,844,S13,34
2004,MAHARASHTRA,PUNE,CHAVAN POPATRAO KISANRAO,IND,801,S13,34
2004,MAHARASHTRA,PUNE,GAIKWAD VITTHAL BABURAO,IND,795,S13,34
2004,MAHARASHTRA,PUNE,RAJIV DESHPANDE,HEAP,620,S13,34
2004,MAHARASHTRA,PUNE,KAMBLE SADANAND BHIMRAO,IND,619,S13,34
2004,MAHARASHTRA,PUNE,SHINDE SACHIN NANA,IND,592,S13,34
2004,MAHARASHTRA,PUNE,PROF. TRIBHUVAN SAMPAT,IJP,511,S13,34
2004,MAHARASHTRA,PUNE,KANCHWALA NURUDDIN ALTAF HUSSEIN,IND,500,S13,34
2004,MAHARASHTRA,PUNE,ADAGALE BHAU RAMCHANDRA,IND,485,S13,34
2004,MAHARASHTRA,PUNE,NITIN DATTATRAYA JAGTAP,IND,475,S13,34
2004,MAHARASHTRA,PUNE,AMTE VINOD RAMCHANDRA,IND,461,S13,34
2004,MAHARASHTRA,PUNE,SHAIKH IBRAHIM HUSAIN,IND,254,S13,34
2004,MAHARASHTRA,RAJAPUR,SURESH PRABHAKAR PRABHU,SHS,264001,,
2004,MAHARASHTRA,RAJAPUR,SUDHIR SAWANT,INC,183102,,
2004,MAHARASHTRA,RAJAPUR,MOHAN GOVIND PARAB,BSP,12616,,
2004,MAHARASHTRA,RAJAPUR,SURENDRA BORKAR,BBM,11513,,
2004,MAHARASHTRA,RAJAPUR,PRIN. MAHENDRA NATEKAR,IND,9303,,
2004,MAHARASHTRA,RAMTEK,MOHITE SUBODH BABURAO,SHS,276720,S13,9
2004,MAHARASHTRA,RAMTEK,DR. SHRIKANT JICHKAR,INC,262618,S13,9
2004,MAHARASHTRA,RAMTEK,PROF CHANDANSINGH PREMSINGH ROTELE,BSP,55442,S13,9
2004,MAHARASHTRA,RAMTEK,TEKAM VASUDEORAO ZITUJI,GGP,15647,S13,9
2004,MAHARASHTRA,RAMTEK,SOFI MAHAMMAD JUNEDBABA,IND,12109,S13,9
2004,MAHARASHTRA,RAMTEK,KESHAORAO SHENDE,VRP,9046,S13,9
2004,MAHARASHTRA,RAMTEK,CHANDRASHEKHAR NAMDEORAO BHIMATE,IND,4671,S13,9
2004,MAHARASHTRA,RAMTEK,TIWARI DINESH SHIVSHANKAR,IND,4664,S13,9
2004,MAHARASHTRA,RAMTEK,BABAN PARASRAM TAYWADE,ARP,3586,S13,9
2004,MAHARASHTRA,RAMTEK,NAYANA DHAWAD (PANDE),VJC,2980,S13,9
2004,MAHARASHTRA,RATNAGIRI,ANANT GEETE,SHS,334690,,
2004,MAHARASHTRA,RATNAGIRI,GOVINDRAO NIKAM,NCP,185722,,
2004,MAHARASHTRA,RATNAGIRI,ADV. PANKAJ KOWLI,PWPI,25951,,
2004,MAHARASHTRA,RATNAGIRI,AYARE RAJENDRA LAHU,BSP,14613,,
2004,MAHARASHTRA,SANGLI,PATIL PRAKASHBAPU VASANTDADA,INC,305048,S13,44
2004,MAHARASHTRA,SANGLI,DEEPAK (BABA) ABASAHEB SHINDE MHAISALKAR,BJP,223425,S13,44
2004,MAHARASHTRA,SANGLI,KRANTIVEER NAGNATH(ANNA) RAMCHANDRA NAIKWADI,SP,137122,S13,44
2004,MAHARASHTRA,SANGLI,SHANKARRAO BALKRISHNA KHEDKAR (MALI),IND,10090,S13,44
2004,MAHARASHTRA,SANGLI,ADV. SUHASE MADHUKAR MALLAPPA,BSP,8267,S13,44
2004,MAHARASHTRA,SANGLI,GANAPATI TUKARAM KAMBLE (G.T.),IND,3654,S13,44
2004,MAHARASHTRA,SANGLI,VANMORE NARAYAN APPA,IND,3070,S13,44
2004,MAHARASHTRA,SANGLI,PRAVIN KAVTHEKAR (JIWA MAHALE),IND,2323,S13,44
2004,MAHARASHTRA,SATARA,LAXMANRAO PANDURANG JADHAV (PATIL),NCP,281577,S13,45
2004,MAHARASHTRA,SATARA,HINDURAO N. NAIK NIMBALKAR,SHS,277620,S13,45
2004,MAHARASHTRA,SATARA,KADAM SURYAJIRAO ALIAS CHIMANRAO SHANKARAO,IND,62492,S13,45
2004,MAHARASHTRA,SATARA,KHATAKE BAJARANG SUBHEDAR,RSPS,28325,S13,45
2004,MAHARASHTRA,SATARA,AMAR RAGHUNATH GAIKWAD,BSP,13502,S13,45
2004,MAHARASHTRA,SATARA,DR. BHAGAWAN KHANDERAO ALIAS DR. B. K. YADAV,LRP,11496,S13,45
2004,MAHARASHTRA,SHOLAPUR,DESHMUKH SUBHASH SURESHCHANDRA,BJP,316188,,
2004,MAHARASHTRA,SHOLAPUR,UJWALATAI SUSHILKUMAR SHINDE,INC,310390,,
2004,MAHARASHTRA,SHOLAPUR,SARVADE RAHUL VITTHALRAO,BSP,12067,,
2004,MAHARASHTRA,SHOLAPUR,NAGMANI KISAN JAKKAN,IND,8503,,
2004,MAHARASHTRA,SHOLAPUR,SALGAR PRABHAKAR SIDRAM,RSPS,6396,,
2004,MAHARASHTRA,SHOLAPUR,AVAR PRAMOD DATTATRAYA,IND,3257,,
2004,MAHARASHTRA,THANE,PARANJAPE PRAKASH VISHVANATH,SHS,631414,S13,25
2004,MAHARASHTRA,THANE,DAVKHARE VASANT SHANKARRAO,NCP,609156,S13,25
2004,MAHARASHTRA,THANE,PAWAR SAMBHAJI MARUTI,BSP,24828,S13,25
2004,MAHARASHTRA,THANE,KARMAVEER RAMNARAYAN YADAV,SP,22412,S13,25
2004,MAHARASHTRA,THANE,VADHVINDE MAHENDRA KERU,IND,11658,S13,25
2004,MAHARASHTRA,THANE,RAMSING BOOTPOLISHWALA,IND,3894,S13,25
2004,MAHARASHTRA,THANE,DHOTRE BHANUDAS SAKHARAM,HJP,2957,S13,25
2004,MAHARASHTRA,THANE,LANDGE SANTOSH GOVIND,PRCP,2394,S13,25
2004,MAHARASHTRA,THANE,COM. ARUN VELASKAR,IND,2339,S13,25
2004,MAHARASHTRA,THANE,RAJPUT MANGALSING UKHARDU,IND,2200,S13,25
2004,MAHARASHTRA,WARDHA,WAGMARE SURESH GANAPAT,BJP,269045,S13,8
2004,MAHARASHTRA,WARDHA,PRABHATAI RAU,INC,265857,S13,8
2004,MAHARASHTRA,WARDHA,SOMRAJ SHESHRAOJI TELKHEDE (PATIL),BSP,54009,S13,8
2004,MAHARASHTRA,WARDHA,YESHWANT NAMDEORAO ZADE,CPM,14823,S13,8
2004,MAHARASHTRA,WARDHA,RAUT JAGANNATHRAO NILKANTHRAO,SVRP,9845,S13,8
2004,MAHARASHTRA,WARDHA,UBALE SHRIKRUSHNA CHAMPATRAO,ARP,6991,S13,8
2004,MAHARASHTRA,WARDHA,CHIDAM NARAYANRAO RAMJI,GGP,5535,S13,8
2004,MAHARASHTRA,WASHIM,GAWALI (PATIL) KU. BHAVANA PUNDLIKRAO,SHS,358682,,
2004,MAHARASHTRA,WASHIM,NAIK MANOHAR RAJUSING,NCP,297784,,
2004,MAHARASHTRA,WASHIM,DR. JADHAV RAVI SAMPATRAO,BSP,21943,,
2004,MAHARASHTRA,WASHIM,S. WAHIDDODDIN S. KARIMODDIN,IND,14085,,
2004,MAHARASHTRA,WASHIM,JAGIRDAR SHAMSHODDIN AINNODDIN,LRP,6842,,
2004,MAHARASHTRA,WASHIM,KAMBLE SHILANAND LAXMANRAO,IND,5226,,
2004,MAHARASHTRA,WASHIM,PATHAK MOHAN DATTATRAYA,IND,3827,,
2004,MAHARASHTRA,WASHIM,SHEKH MUKIM AHAMAD ABDUL RASHID,SP,3515,,
2004,MAHARASHTRA,WASHIM,BENIWALE SALIM GANGUBHAI,IND,2668,,
2004,MAHARASHTRA,WASHIM,YASHWANT SUKHDEV PATIL,ARP,2436,,
2004,MAHARASHTRA,WASHIM,KAMBLE UTTAM BHAGAJI,IND,1963,,
2004,MAHARASHTRA,WASHIM,DEBAJE ABUJI ALIES PRALHADRAO ASHRUJI,IND,1752,,
2004,MAHARASHTRA,YAVATMAL,RATHOD HARISING NASARU,BJP,298513,,
2004,MAHARASHTRA,YAVATMAL,PATIL UTTAMRAO DEORAOJI,INC,241709,,
2004,MAHARASHTRA,YAVATMAL,AGARWAL RAMESH PANDURANG,BSP,30137,,
2004,MAHARASHTRA,YAVATMAL,KISHORBHAU TIWARI,SP,26927,,
2004,MAHARASHTRA,YAVATMAL,SHITAL KAWADU MARKAM,GGP,23995,,
2004,MAHARASHTRA,YAVATMAL,ANAND BALIRAM GAIKWAD,BBM,15273,,
2004,MAHARASHTRA,YAVATMAL,KUMBHEKAR DAMADU NAGORAO,IND,12297,,
2004,MAHARASHTRA,YAVATMAL,PURUSHOTTAM DOMAJI BHAJGAWARE,IND,10865,,
2004,MAHARASHTRA,YAVATMAL,GULHANE SANJAY MAHADEORAO,IND,4262,,
2009,MAHARASHTRA,AHMEDNAGAR,GANDHI DILIPKUMAR MANSUKHLAL,BJP,312047,,
2009,MAHARASHTRA,AHMEDNAGAR,KARDILE SHIVAJI BHANUDAS,NCP,265316,,
2009,MAHARASHTRA,AHMEDNAGAR,RAJEEV APPASAHEB RAJALE,IND,152795,,
2009,MAHARASHTRA,AHMEDNAGAR,KARBHARI WAMAN ALIAS K.V. SHIRSAT,CPI,11853,,
2009,MAHARASHTRA,AHMEDNAGAR,GADAKH TUKARAM GANGADHAR,BSP,11508,,
2009,MAHARASHTRA,AHMEDNAGAR,PROF. MAHENDRA DADA SHINDE,IND,6800,,
2009,MAHARASHTRA,AHMEDNAGAR,KHAIRE ARJUN DEORAO,IND,4353,,
